timestamp,altitude,altitude_error,velocity_z,accel_z,pos_p,pos_i,pos_d,vel_p,vel_i,vel_d,acc_p,acc_i,acc_d,pos_out,vel_out,acc_out,motor3_pwm,motor4_pwm
1.026,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.026,0.298,0.202,0.000,0.014,0.606,0.000,0.000,4.848,0.000,0.000,2.417,0.000,0.000,0.606,4.848,2.417,1497,1497
1.036,0.298,0.202,0.000,0.024,0.606,0.000,0.000,4.848,0.000,0.000,2.412,0.000,-0.000,0.606,4.848,2.412,1494,1494
1.046,0.298,0.202,0.000,0.030,0.606,0.000,0.000,4.848,0.000,0.000,2.409,0.000,-0.000,0.606,4.848,2.409,1491,1491
1.056,0.298,0.202,0.000,0.035,0.606,0.000,0.000,4.848,0.000,0.000,2.406,0.000,-0.000,0.606,4.848,2.406,1488,1488
1.066,0.298,0.202,0.000,0.038,0.606,0.000,0.000,4.848,0.000,0.000,2.405,0.000,-0.000,0.606,4.848,2.405,1485,1485
1.076,0.298,0.202,0.000,0.041,0.606,0.000,0.000,4.848,0.000,0.000,2.404,0.000,-0.000,0.606,4.848,2.404,1482,1482
1.086,0.298,0.202,0.000,0.042,0.606,0.000,0.000,4.848,0.000,0.000,2.403,0.000,-0.000,0.606,4.848,2.403,1479,1479
1.096,0.298,0.202,0.000,0.044,0.606,0.000,0.000,4.848,0.000,0.000,2.402,0.000,-0.000,0.606,4.848,2.402,1476,1476
1.106,0.298,0.202,0.000,0.044,0.606,0.000,0.000,4.848,0.000,0.000,2.402,0.000,-0.000,0.606,4.848,2.402,1473,1473
1.116,0.298,0.202,0.000,0.045,0.606,0.000,0.000,4.848,0.000,0.000,2.402,0.000,-0.000,0.606,4.848,2.402,1470,1470
1.126,0.298,0.202,0.000,0.045,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1467,1467
1.136,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1464,1464
1.146,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1461,1461
1.156,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1458,1458
1.166,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1455,1455
1.176,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1452,1452
1.186,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1449,1449
1.196,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1446,1446
1.206,0.298,0.202,0.000,0.046,0.606,0.000,0.000,4.848,0.000,0.000,2.401,0.000,-0.000,0.606,4.848,2.401,1443,1443
1.216,0.295,0.205,0.000,0.043,0.615,0.000,0.000,4.920,0.000,0.000,2.438,0.000,0.000,0.615,4.920,2.438,1440,1440
1.226,0.295,0.205,0.000,0.041,0.615,0.000,0.000,4.920,0.000,0.000,2.439,0.000,0.000,0.615,4.920,2.439,1437,1437
1.236,0.295,0.205,0.000,0.040,0.615,0.000,0.000,4.920,0.000,0.000,2.440,0.000,0.000,0.615,4.920,2.440,1434,1434
1.246,0.295,0.205,0.000,0.039,0.615,0.000,0.000,4.920,0.000,0.000,2.441,0.000,0.000,0.615,4.920,2.441,1431,1431
1.256,0.295,0.205,0.000,0.038,0.615,0.000,0.000,4.920,0.000,0.000,2.441,0.000,0.000,0.615,4.920,2.441,1428,1428
1.266,0.295,0.205,0.000,0.038,0.615,0.000,0.000,4.920,0.000,0.000,2.441,0.000,0.000,0.615,4.920,2.441,1426,1426
1.276,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.441,0.000,0.000,0.615,4.920,2.441,1426,1426
1.286,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.441,0.000,0.000,0.615,4.920,2.441,1426,1426
1.296,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.306,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.316,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.326,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.336,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.346,0.295,0.205,0.000,0.037,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.356,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.366,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.376,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.386,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.396,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.406,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.416,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.426,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.436,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.446,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.456,0.295,0.205,0.000,0.036,0.615,0.000,0.000,4.920,0.000,0.000,2.442,0.000,0.000,0.615,4.920,2.442,1426,1426
1.466,0.300,0.200,-0.002,0.039,0.600,0.000,-0.000,4.816,0.000,-0.000,2.388,0.000,-0.000,0.600,4.816,2.388,1428,1428
1.476,0.300,0.200,-0.004,0.041,0.600,0.000,0.000,4.829,0.000,0.000,2.394,0.000,0.000,0.600,4.829,2.394,1428,1428
1.486,0.300,0.200,-0.005,0.043,0.600,0.000,0.000,4.839,0.000,0.000,2.398,0.000,0.000,0.600,4.839,2.398,1428,1428
1.496,0.300,0.200,-0.006,0.044,0.600,0.000,0.000,4.847,0.000,0.000,2.402,0.000,0.000,0.600,4.847,2.402,1427,1427
1.506,0.300,0.200,-0.007,0.045,0.600,0.000,0.000,4.854,0.000,0.000,2.405,0.000,0.000,0.600,4.854,2.405,1427,1427
1.516,0.300,0.200,-0.007,0.045,0.600,0.000,0.000,4.859,0.000,0.000,2.407,0.000,0.000,0.600,4.859,2.407,1427,1427
1.526,0.300,0.200,-0.008,0.045,0.600,0.000,0.000,4.863,0.000,0.000,2.409,0.000,0.000,0.600,4.863,2.409,1427,1427
1.536,0.300,0.200,-0.008,0.046,0.600,0.000,0.000,4.867,0.000,0.000,2.410,0.000,0.000,0.600,4.867,2.410,1427,1427
1.546,0.300,0.200,-0.009,0.046,0.600,0.000,0.000,4.869,0.000,0.000,2.412,0.000,0.000,0.600,4.869,2.412,1427,1427
1.556,0.300,0.200,-0.009,0.046,0.600,0.000,0.000,4.871,0.000,0.000,2.413,0.000,0.000,0.600,4.871,2.413,1427,1427
1.566,0.300,0.200,-0.009,0.046,0.600,0.000,0.000,4.873,0.000,0.000,2.414,0.000,0.000,0.600,4.873,2.414,1427,1427
1.576,0.300,0.200,-0.009,0.046,0.600,0.000,0.000,4.875,0.000,0.000,2.414,0.000,0.000,0.600,4.875,2.414,1427,1427
1.586,0.300,0.200,-0.009,0.046,0.600,0.000,0.000,4.876,0.000,0.000,2.415,0.000,0.000,0.600,4.876,2.415,1427,1427
1.596,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.876,0.000,0.000,2.415,0.000,0.000,0.600,4.876,2.415,1427,1427
1.606,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.877,0.000,0.000,2.415,0.000,0.000,0.600,4.877,2.415,1427,1427
1.616,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.878,0.000,0.000,2.416,0.000,0.000,0.600,4.878,2.416,1427,1427
1.626,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.878,0.000,0.000,2.416,0.000,0.000,0.600,4.878,2.416,1427,1427
1.636,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.879,0.000,0.000,2.416,0.000,0.000,0.600,4.879,2.416,1427,1427
1.646,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.879,0.000,0.000,2.416,0.000,0.000,0.600,4.879,2.416,1427,1427
1.656,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.879,0.000,0.000,2.416,0.000,0.000,0.600,4.879,2.416,1427,1427
1.666,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.879,0.000,0.000,2.417,0.000,0.000,0.600,4.879,2.417,1427,1427
1.676,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.879,0.000,0.000,2.417,0.000,0.000,0.600,4.879,2.417,1427,1427
1.686,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.880,0.000,0.000,2.417,0.000,0.000,0.600,4.880,2.417,1427,1427
1.696,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.880,0.000,0.000,2.417,0.000,0.000,0.600,4.880,2.417,1427,1427
1.706,0.300,0.200,-0.010,0.046,0.600,0.000,0.000,4.880,0.000,0.000,2.417,0.000,0.000,0.600,4.880,2.417,1427,1427
1.716,0.273,0.227,-0.012,0.017,0.681,0.000,0.000,5.544,0.000,0.000,2.763,0.000,0.000,0.681,5.544,2.763,1424,1424
