timestamp,pitch_deg,error_deg,p_term,i_term,d_term,pid_output,motor3_pwm,motor4_pwm
1.030,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.030,-7.659,7.659,46.788,0.000,41465.141,400.000,1100,1100
1.040,-7.659,7.659,46.788,0.003,0.000,46.791,1453,1453
1.050,-7.659,7.659,46.788,0.005,0.000,46.793,1453,1453
1.060,-7.659,7.659,46.788,0.008,0.000,46.796,1453,1453
1.070,-7.659,7.659,46.788,0.011,0.000,46.799,1453,1453
1.080,-7.659,7.659,46.788,0.013,0.000,46.801,1453,1453
1.090,-7.659,7.659,46.788,0.016,0.000,46.804,1453,1453
1.100,-7.659,7.659,46.788,0.019,0.000,46.807,1453,1453
1.110,-7.659,7.659,46.788,0.021,0.000,46.809,1453,1453
1.120,-7.659,7.659,46.788,0.024,0.000,46.812,1453,1453
1.130,-7.659,7.659,46.788,0.027,0.000,46.815,1453,1453
1.140,-7.659,7.659,46.788,0.030,0.000,46.817,1453,1453
1.150,-7.659,7.659,46.788,0.032,0.000,46.820,1453,1453
1.160,-7.659,7.659,46.788,0.035,0.000,46.823,1453,1453
1.170,-7.659,7.659,46.788,0.038,0.000,46.825,1453,1453
1.180,-7.659,7.659,46.788,0.040,0.000,46.828,1453,1453
1.190,-7.659,7.659,46.788,0.043,0.000,46.831,1453,1453
1.200,-7.659,7.659,46.788,0.046,0.000,46.834,1453,1453
1.210,-7.659,7.659,46.788,0.048,0.000,46.836,1453,1453
1.220,-7.562,7.562,46.194,0.051,-16.959,29.286,1470,1470
1.230,-7.562,7.562,46.194,0.054,0.000,46.248,1453,1453
1.240,-7.562,7.562,46.194,0.056,0.000,46.251,1453,1453
1.250,-7.562,7.562,46.194,0.059,0.000,46.253,1453,1453
1.260,-7.562,7.562,46.194,0.061,0.000,46.256,1453,1453
1.270,-7.562,7.562,46.194,0.064,0.000,46.258,1453,1453
1.280,-7.562,7.562,46.194,0.067,0.000,46.261,1453,1453
1.290,-7.562,7.562,46.194,0.069,0.000,46.264,1453,1453
1.300,-7.562,7.562,46.194,0.072,0.000,46.266,1453,1453
1.310,-7.562,7.562,46.194,0.075,0.000,46.269,1453,1453
