timestamp,altitude,altitude_error,velocity_z,accel_z,pos_p,pos_i,pos_d,vel_p,vel_i,vel_d,acc_p,acc_i,acc_d,pos_out,vel_out,acc_out,motor3_pwm,motor4_pwm
1.019,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.019,0.036,0.164,0.000,1.969,0.492,0.000,0.000,3.936,0.000,0.000,0.983,0.000,0.000,0.492,3.936,0.983,1497,1497
1.029,0.036,0.164,0.000,3.545,0.492,0.000,0.000,3.936,0.000,0.000,0.196,0.000,-0.000,0.492,3.936,0.196,1494,1494
1.039,0.036,0.164,0.000,4.805,0.492,0.000,0.000,3.936,0.000,0.000,-0.434,-0.000,-0.000,0.492,3.936,-0.435,1496,1496
1.049,0.036,0.164,0.000,5.813,0.492,0.000,0.000,3.936,0.000,0.000,-0.939,-0.002,-0.000,0.492,3.936,-0.941,1498,1498
1.059,0.036,0.164,0.000,6.620,0.492,0.000,0.000,3.936,0.000,0.000,-1.342,-0.005,-0.000,0.492,3.936,-1.347,1500,1500
1.069,0.036,0.164,0.000,7.265,0.492,0.000,0.000,3.936,0.000,0.000,-1.664,-0.008,-0.000,0.492,3.936,-1.673,1502,1502
1.079,0.036,0.164,0.000,7.781,0.492,0.000,0.000,3.936,0.000,0.000,-1.923,-0.012,-0.000,0.492,3.936,-1.935,1504,1504
1.089,0.036,0.164,0.000,8.194,0.492,0.000,0.000,3.936,0.000,0.000,-2.129,-0.016,-0.000,0.492,3.936,-2.145,1506,1506
1.099,0.036,0.164,0.000,8.524,0.492,0.000,0.000,3.936,0.000,0.000,-2.294,-0.021,-0.000,0.492,3.936,-2.315,1508,1508
1.109,0.036,0.164,0.000,8.789,0.492,0.000,0.000,3.936,0.000,0.000,-2.426,-0.026,-0.000,0.492,3.936,-2.452,1510,1510
1.119,0.036,0.164,0.000,9.000,0.492,0.000,0.000,3.936,0.000,0.000,-2.532,-0.031,-0.000,0.492,3.936,-2.563,1512,1512
1.129,0.036,0.164,0.000,9.169,0.492,0.000,0.000,3.936,0.000,0.000,-2.617,-0.036,-0.000,0.492,3.936,-2.653,1514,1514
1.139,0.036,0.164,0.000,9.305,0.492,0.000,0.000,3.936,0.000,0.000,-2.684,-0.042,-0.000,0.492,3.936,-2.726,1516,1516
1.149,0.036,0.164,0.000,9.413,0.492,0.000,0.000,3.936,0.000,0.000,-2.738,-0.047,-0.000,0.492,3.936,-2.785,1518,1518
1.159,0.036,0.164,0.000,9.499,0.492,0.000,0.000,3.936,0.000,0.000,-2.782,-0.053,-0.000,0.492,3.936,-2.834,1520,1520
1.169,0.036,0.164,0.000,9.569,0.492,0.000,0.000,3.936,0.000,0.000,-2.816,-0.058,-0.000,0.492,3.936,-2.875,1522,1522
1.179,0.036,0.164,0.000,9.624,0.492,0.000,0.000,3.936,0.000,0.000,-2.844,-0.064,-0.000,0.492,3.936,-2.908,1524,1524
1.189,0.036,0.164,0.000,9.669,0.492,0.000,0.000,3.936,0.000,0.000,-2.866,-0.070,-0.000,0.492,3.936,-2.936,1526,1526
1.199,0.041,0.159,0.000,9.704,0.477,0.000,-0.000,3.816,0.000,-0.000,-2.944,-0.075,-0.000,0.477,3.816,-3.019,1528,1528
1.209,0.041,0.159,0.000,9.732,0.477,0.000,0.000,3.816,0.000,0.000,-2.958,-0.081,-0.000,0.477,3.816,-3.040,1530,1530
1.219,0.041,0.159,0.000,9.755,0.477,0.000,0.000,3.816,0.000,0.000,-2.970,-0.087,-0.000,0.477,3.816,-3.057,1532,1532
1.229,0.041,0.159,0.000,9.773,0.477,0.000,0.000,3.816,0.000,0.000,-2.979,-0.093,-0.000,0.477,3.816,-3.072,1534,1534
1.239,0.041,0.159,0.000,9.788,0.477,0.000,0.000,3.816,0.000,0.000,-2.986,-0.099,-0.000,0.477,3.816,-3.085,1536,1536
1.249,0.041,0.159,0.000,9.799,0.477,0.000,0.000,3.816,0.000,0.000,-2.992,-0.105,-0.000,0.477,3.816,-3.097,1538,1538
1.259,0.041,0.159,0.000,9.809,0.477,0.000,0.000,3.816,0.000,0.000,-2.996,-0.111,-0.000,0.477,3.816,-3.108,1540,1540
1.269,0.041,0.159,0.000,9.816,0.477,0.000,0.000,3.816,0.000,0.000,-3.000,-0.117,-0.000,0.477,3.816,-3.117,1542,1542
