timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,1500,1500
1.036,-6.836,6.836,0.000,0.000,0.000,0.000,0.104,-0.004,-0.480,-0.000,-65.831,-66.311,1502,1502
1.046,-6.836,6.836,14.318,0.000,11.889,26.207,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1504,1499
1.056,-6.836,6.836,14.318,0.000,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1506,1496
1.066,-6.836,6.836,14.318,0.000,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1508,1493
1.076,-6.836,6.836,14.318,0.000,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1510,1490
1.086,-6.836,6.836,14.318,0.001,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1512,1487
1.096,-6.836,6.836,14.318,0.001,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1514,1484
1.106,-6.836,6.836,14.318,0.001,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1516,1481
1.116,-6.836,6.836,14.318,0.001,0.000,14.318,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1518,1478
1.126,-6.836,6.836,14.318,0.001,0.000,14.319,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1520,1475
1.136,-6.836,6.836,14.318,0.001,0.000,14.319,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1522,1472
1.146,-6.836,6.836,14.318,0.001,0.000,14.319,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1524,1469
1.156,-6.836,6.836,14.318,0.001,0.000,14.319,0.104,-0.004,-0.480,-0.000,0.000,-0.480,1526,1466
1.166,-6.836,6.836,14.318,0.002,0.000,14.319,0.104,-0.004,-0.480,-0.001,0.000,-0.481,1528,1463
1.176,-6.836,6.836,14.318,0.002,0.000,14.319,0.104,-0.004,-0.480,-0.001,0.000,-0.481,1530,1460
1.186,-6.836,6.836,14.318,0.002,0.000,14.319,0.104,-0.004,-0.480,-0.001,0.000,-0.481,1532,1457
1.196,-6.836,6.836,14.318,0.002,0.000,14.319,0.104,-0.004,-0.480,-0.001,0.000,-0.481,1534,1456
1.206,-6.836,6.836,14.318,0.002,0.000,14.320,0.104,-0.004,-0.480,-0.001,0.000,-0.481,1536,1456
1.216,-6.836,6.836,14.318,0.002,0.000,14.320,0.104,-0.004,-0.480,-0.001,0.000,-0.481,1538,1456
1.226,-6.784,6.784,14.209,0.002,-0.091,14.120,0.101,-0.001,-0.120,-0.001,1.501,1.380,1540,1454
1.236,-6.784,6.784,14.209,0.002,0.000,14.211,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1542,1456
1.246,-6.784,6.784,14.209,0.003,0.000,14.211,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.256,-6.784,6.784,14.209,0.003,0.000,14.211,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.266,-6.784,6.784,14.209,0.003,0.000,14.211,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.276,-6.784,6.784,14.209,0.003,0.000,14.211,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.286,-6.784,6.784,14.209,0.003,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.296,-6.784,6.784,14.209,0.003,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.306,-6.784,6.784,14.209,0.003,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.316,-6.784,6.784,14.209,0.003,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.326,-6.784,6.784,14.209,0.003,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.336,-6.784,6.784,14.209,0.004,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.346,-6.784,6.784,14.209,0.004,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.356,-6.784,6.784,14.209,0.004,0.000,14.212,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.366,-6.784,6.784,14.209,0.004,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.376,-6.784,6.784,14.209,0.004,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.386,-6.784,6.784,14.209,0.004,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.396,-6.784,6.784,14.209,0.004,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.406,-6.784,6.784,14.209,0.004,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.416,-6.784,6.784,14.209,0.005,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.426,-6.784,6.784,14.209,0.005,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.436,-6.784,6.784,14.209,0.005,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.446,-6.784,6.784,14.209,0.005,0.000,14.213,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.456,-6.784,6.784,14.209,0.005,0.000,14.214,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.466,-6.784,6.784,14.209,0.005,0.000,14.214,0.101,-0.001,-0.120,-0.001,0.000,-0.121,1544,1456
1.476,-6.719,6.719,14.072,0.005,-0.114,13.963,0.100,0.000,0.000,-0.001,0.500,0.499,1542,1456
1.486,-6.719,6.719,14.072,0.005,0.000,14.077,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.496,-6.719,6.719,14.072,0.005,0.000,14.077,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.506,-6.719,6.719,14.072,0.006,0.000,14.077,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.516,-6.719,6.719,14.072,0.006,0.000,14.077,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.526,-6.719,6.719,14.072,0.006,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.536,-6.719,6.719,14.072,0.006,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.546,-6.719,6.719,14.072,0.006,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.556,-6.719,6.719,14.072,0.006,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.566,-6.719,6.719,14.072,0.006,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.576,-6.719,6.719,14.072,0.006,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.586,-6.719,6.719,14.072,0.007,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.596,-6.719,6.719,14.072,0.007,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.606,-6.719,6.719,14.072,0.007,0.000,14.078,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.616,-6.719,6.719,14.072,0.007,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.626,-6.719,6.719,14.072,0.007,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.636,-6.719,6.719,14.072,0.007,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.646,-6.719,6.719,14.072,0.007,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.656,-6.719,6.719,14.072,0.007,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.666,-6.719,6.719,14.072,0.007,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.676,-6.719,6.719,14.072,0.008,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.686,-6.719,6.719,14.072,0.008,0.000,14.079,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.696,-6.719,6.719,14.072,0.008,0.000,14.080,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.706,-6.719,6.719,14.072,0.008,0.000,14.080,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.716,-6.719,6.719,14.072,0.008,0.000,14.080,0.100,0.000,0.000,-0.001,0.000,-0.001,1544,1456
1.726,-6.713,6.713,14.060,0.008,-0.009,14.059,0.102,-0.002,-0.240,-0.001,-0.999,-1.240,1545,1457
1.736,-6.713,6.713,14.060,0.008,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.746,-6.713,6.713,14.060,0.008,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.756,-6.713,6.713,14.060,0.009,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.766,-6.713,6.713,14.060,0.009,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.776,-6.713,6.713,14.060,0.009,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.786,-6.713,6.713,14.060,0.009,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.796,-6.713,6.713,14.060,0.009,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.806,-6.713,6.713,14.060,0.009,0.000,14.069,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.816,-6.713,6.713,14.060,0.009,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.826,-6.713,6.713,14.060,0.009,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.836,-6.713,6.713,14.060,0.009,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.846,-6.713,6.713,14.060,0.010,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.856,-6.713,6.713,14.060,0.010,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.866,-6.713,6.713,14.060,0.010,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.876,-6.713,6.713,14.060,0.010,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
1.886,-6.713,6.713,14.060,0.010,0.000,14.070,0.102,-0.002,-0.240,-0.001,0.000,-0.241,1544,1456
