timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,1500,1500
1.024,-16.871,16.871,0.000,0.000,0.000,0.000,0.120,0.080,65.600,0.000,715.300,400.000,1497,1497
1.034,-16.871,16.871,35.335,0.000,29.277,64.612,0.120,0.080,65.600,0.001,0.000,65.601,1499,1494
1.044,-16.871,16.871,35.335,0.001,0.000,35.335,0.120,0.080,65.600,0.002,0.000,65.602,1499,1491
1.054,-16.871,16.871,35.335,0.001,0.000,35.335,0.120,0.080,65.600,0.002,0.000,65.602,1499,1488
1.064,-16.871,16.871,35.335,0.001,0.000,35.336,0.120,0.080,65.600,0.003,0.000,65.603,1499,1485
1.074,-16.871,16.871,35.335,0.001,0.000,35.336,0.120,0.080,65.600,0.004,0.000,65.604,1499,1482
1.084,-16.871,16.871,35.335,0.002,0.000,35.336,0.120,0.080,65.600,0.005,0.000,65.605,1499,1479
1.094,-16.871,16.871,35.335,0.002,0.000,35.337,0.120,0.080,65.600,0.006,0.000,65.606,1499,1476
1.104,-16.871,16.871,35.335,0.002,0.000,35.337,0.120,0.080,65.600,0.006,0.000,65.606,1499,1473
1.114,-16.871,16.871,35.335,0.003,0.000,35.337,0.120,0.080,65.600,0.007,0.000,65.607,1499,1470
1.124,-16.871,16.871,35.335,0.003,0.000,35.338,0.120,0.080,65.600,0.008,0.000,65.608,1499,1467
1.134,-16.903,16.903,35.402,0.003,0.056,35.462,0.120,0.080,65.600,0.009,0.000,65.609,1499,1464
1.144,-16.903,16.903,35.402,0.004,0.000,35.405,0.120,0.080,65.600,0.010,0.000,65.610,1499,1461
1.154,-16.903,16.903,35.402,0.004,0.000,35.406,0.120,0.080,65.600,0.010,0.000,65.610,1499,1458
1.164,-16.903,16.903,35.402,0.004,0.000,35.406,0.120,0.080,65.600,0.011,0.000,65.611,1499,1455
1.174,-16.903,16.903,35.402,0.004,0.000,35.406,0.120,0.080,65.600,0.012,0.000,65.612,1499,1452
1.184,-16.903,16.903,35.402,0.005,0.000,35.407,0.120,0.080,65.600,0.013,0.000,65.613,1499,1449
1.194,-16.903,16.903,35.402,0.005,0.000,35.407,0.120,0.080,65.600,0.014,0.000,65.614,1499,1446
1.204,-16.903,16.903,35.402,0.005,0.000,35.407,0.120,0.080,65.600,0.014,0.000,65.614,1499,1443
1.214,-16.903,16.903,35.402,0.006,0.000,35.407,0.120,0.080,65.600,0.015,0.000,65.615,1499,1440
1.224,-16.903,16.903,35.402,0.006,0.000,35.408,0.120,0.080,65.600,0.016,0.000,65.616,1499,1437
1.234,-16.903,16.903,35.402,0.006,0.000,35.408,0.120,0.080,65.600,0.017,0.000,65.617,1499,1434
1.244,-16.903,16.903,35.402,0.006,0.000,35.408,0.120,0.080,65.600,0.018,0.000,65.618,1499,1431
1.254,-16.903,16.903,35.402,0.007,0.000,35.409,0.120,0.080,65.600,0.018,0.000,65.618,1499,1428
1.264,-16.903,16.903,35.402,0.007,0.000,35.409,0.120,0.080,65.600,0.019,0.000,65.619,1499,1425
1.274,-16.903,16.903,35.402,0.007,0.000,35.409,0.120,0.080,65.600,0.020,0.000,65.620,1499,1422
1.284,-16.903,16.903,35.402,0.008,0.000,35.410,0.120,0.080,65.600,0.021,0.000,65.621,1499,1419
1.294,-16.903,16.903,35.402,0.008,0.000,35.410,0.120,0.080,65.600,0.022,0.000,65.622,1499,1416
1.304,-16.903,16.903,35.402,0.008,0.000,35.410,0.120,0.080,65.600,0.022,0.000,65.622,1499,1413
1.314,-16.903,16.903,35.402,0.009,0.000,35.410,0.120,0.080,65.600,0.023,0.000,65.623,1499,1410
1.324,-16.903,16.903,35.402,0.009,0.000,35.411,0.120,0.080,65.600,0.024,0.000,65.624,1499,1407
1.334,-16.903,16.903,35.402,0.009,0.000,35.411,0.120,0.080,65.600,0.025,0.000,65.625,1499,1404
1.344,-16.903,16.903,35.402,0.009,0.000,35.411,0.120,0.080,65.600,0.026,0.000,65.626,1499,1401
1.354,-16.903,16.903,35.402,0.010,0.000,35.412,0.120,0.080,65.600,0.026,0.000,65.626,1499,1398
1.364,-16.903,16.903,35.402,0.010,0.000,35.412,0.120,0.080,65.600,0.027,0.000,65.627,1499,1395
1.374,-16.903,16.903,35.402,0.010,0.000,35.412,0.120,0.080,65.600,0.028,0.000,65.628,1499,1392
1.384,-16.923,16.923,35.443,0.011,0.034,35.488,0.120,0.080,65.600,0.029,0.000,65.629,1499,1389
1.394,-16.923,16.923,35.443,0.011,0.000,35.454,0.119,0.081,66.420,0.030,0.500,66.949,1498,1386
1.404,-16.923,16.923,35.443,0.011,0.000,35.454,0.119,0.081,66.420,0.030,0.000,66.450,1498,1383
1.414,-16.923,16.923,35.443,0.012,0.000,35.454,0.119,0.081,66.420,0.031,0.000,66.451,1498,1380
1.424,-16.923,16.923,35.443,0.012,0.000,35.455,0.119,0.081,66.420,0.032,0.000,66.452,1498,1377
1.434,-16.923,16.923,35.443,0.012,0.000,35.455,0.119,0.081,66.420,0.033,0.000,66.453,1498,1374
1.444,-16.923,16.923,35.443,0.012,0.000,35.455,0.119,0.081,66.420,0.034,0.000,66.454,1498,1371
1.454,-16.923,16.923,35.443,0.013,0.000,35.456,0.119,0.081,66.420,0.035,0.000,66.455,1498,1368
1.464,-16.923,16.923,35.443,0.013,0.000,35.456,0.119,0.081,66.420,0.035,0.000,66.455,1498,1368
1.474,-16.923,16.923,35.443,0.013,0.000,35.456,0.119,0.081,66.420,0.036,0.000,66.456,1498,1368
1.484,-16.923,16.923,35.443,0.014,0.000,35.457,0.119,0.081,66.420,0.037,0.000,66.457,1498,1368
1.494,-16.923,16.923,35.443,0.014,0.000,35.457,0.119,0.081,66.420,0.038,0.000,66.458,1498,1368
1.504,-16.923,16.923,35.443,0.014,0.000,35.457,0.119,0.081,66.420,0.039,0.000,66.459,1498,1368
1.514,-16.923,16.923,35.443,0.014,0.000,35.457,0.119,0.081,66.420,0.039,0.000,66.459,1498,1368
1.524,-16.923,16.923,35.443,0.015,0.000,35.458,0.119,0.081,66.420,0.040,0.000,66.460,1498,1368
1.534,-16.923,16.923,35.443,0.015,0.000,35.458,0.119,0.081,66.420,0.041,0.000,66.461,1498,1368
1.544,-16.923,16.923,35.443,0.015,0.000,35.458,0.119,0.081,66.420,0.042,0.000,66.462,1498,1368
1.554,-16.923,16.923,35.443,0.016,0.000,35.459,0.119,0.081,66.420,0.043,0.000,66.463,1498,1368
1.564,-16.923,16.923,35.443,0.016,0.000,35.459,0.119,0.081,66.420,0.043,0.000,66.463,1498,1368
1.574,-16.923,16.923,35.443,0.016,0.000,35.459,0.119,0.081,66.420,0.044,0.000,66.464,1498,1368
1.584,-16.923,16.923,35.443,0.017,0.000,35.459,0.119,0.081,66.420,0.045,0.000,66.465,1498,1368
1.594,-16.923,16.923,35.443,0.017,0.000,35.460,0.119,0.081,66.420,0.046,0.000,66.466,1498,1368
1.604,-16.923,16.923,35.443,0.017,0.000,35.460,0.119,0.081,66.420,0.047,0.000,66.467,1498,1368
1.614,-16.923,16.923,35.443,0.017,0.000,35.460,0.119,0.081,66.420,0.047,0.000,66.467,1498,1368
1.624,-16.923,16.923,35.443,0.018,0.000,35.461,0.119,0.081,66.420,0.048,0.000,66.468,1498,1368
1.634,-16.921,16.921,35.438,0.018,-0.004,35.452,0.119,0.081,66.420,0.049,0.000,66.469,1498,1368
1.644,-16.921,16.921,35.438,0.018,0.000,35.457,0.118,0.082,67.240,0.050,0.500,67.790,1497,1367
1.654,-16.921,16.921,35.438,0.019,0.000,35.457,0.118,0.082,67.240,0.051,0.000,67.291,1497,1367
1.664,-16.921,16.921,35.438,0.019,0.000,35.457,0.118,0.082,67.240,0.052,0.000,67.292,1497,1367
1.674,-16.921,16.921,35.438,0.019,0.000,35.457,0.118,0.082,67.240,0.052,0.000,67.292,1497,1367
1.684,-16.921,16.921,35.438,0.019,0.000,35.458,0.118,0.082,67.240,0.053,0.000,67.293,1497,1367
1.694,-16.921,16.921,35.438,0.020,0.000,35.458,0.118,0.082,67.240,0.054,0.000,67.294,1497,1367
1.704,-16.921,16.921,35.438,0.020,0.000,35.458,0.118,0.082,67.240,0.055,0.000,67.295,1497,1367
1.714,-16.921,16.921,35.438,0.020,0.000,35.459,0.118,0.082,67.240,0.056,0.000,67.296,1497,1367
1.724,-16.921,16.921,35.438,0.021,0.000,35.459,0.118,0.082,67.240,0.056,0.000,67.296,1497,1367
1.734,-16.921,16.921,35.438,0.021,0.000,35.459,0.118,0.082,67.240,0.057,0.000,67.297,1497,1367
1.744,-16.921,16.921,35.438,0.021,0.000,35.459,0.118,0.082,67.240,0.058,0.000,67.298,1497,1367
1.754,-16.921,16.921,35.438,0.022,0.000,35.460,0.118,0.082,67.240,0.059,0.000,67.299,1497,1367
1.764,-16.921,16.921,35.438,0.022,0.000,35.460,0.118,0.082,67.240,0.060,0.000,67.300,1497,1367
1.774,-16.921,16.921,35.438,0.022,0.000,35.460,0.118,0.082,67.240,0.061,0.000,67.301,1497,1367
1.784,-16.921,16.921,35.438,0.022,0.000,35.461,0.118,0.082,67.240,0.061,0.000,67.301,1497,1367
