时间戳,pitch角度,误差,目标角速率,实际角速率,积分项,输出值,电机3PWM,电机4PWM
9.794,-2.994,2.994,0.000,0.000,0.000,0.378,1499,1499
9.804,-2.994,2.994,0.000,0.000,0.000,0.379,1499,1499
9.814,-2.994,2.994,0.000,0.000,0.000,0.379,1499,1499
9.824,-2.994,2.994,0.000,0.000,0.000,0.380,1499,1499
9.834,-2.994,2.994,0.000,0.000,0.000,0.380,1499,1499
9.844,-2.994,2.994,0.000,0.000,0.000,0.381,1499,1499
9.854,-2.994,2.994,0.000,0.000,0.000,0.381,1499,1499
9.864,-2.994,2.994,0.000,0.000,0.000,0.381,1499,1499
9.874,-2.994,2.994,0.000,0.000,0.000,0.381,1499,1499
9.884,-2.994,2.994,0.000,0.000,0.000,0.381,1499,1499
9.894,-2.994,2.994,0.000,0.000,0.000,0.382,1499,1499
9.904,-2.994,2.994,0.000,0.000,0.000,0.382,1499,1499
9.914,-2.994,2.994,0.000,0.000,0.000,0.382,1499,1499
9.924,-2.994,2.994,0.000,0.000,0.000,0.382,1499,1499
9.934,-2.994,2.994,0.000,0.000,0.000,0.382,1499,1499
9.944,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
9.954,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
9.964,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
9.974,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
9.984,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
9.994,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
10.004,-2.994,2.994,0.000,0.000,0.000,0.383,1499,1499
10.014,-2.994,2.994,0.000,0.000,0.000,0.384,1499,1499
10.024,-3.053,3.053,0.000,0.000,0.000,0.383,1499,1499
10.034,-3.053,3.053,0.000,0.000,0.000,0.385,1499,1499
10.044,-3.053,3.053,0.000,0.000,0.000,0.387,1499,1499
10.054,-3.053,3.053,0.000,0.000,0.000,0.388,1499,1499
10.064,-3.053,3.053,0.000,0.000,0.000,0.388,1499,1499
10.074,-3.053,3.053,0.000,0.000,0.000,0.389,1499,1499
10.084,-3.053,3.053,0.000,0.000,0.000,0.390,1499,1499
10.094,-3.053,3.053,0.000,0.000,0.000,0.390,1499,1499
10.104,-3.053,3.053,0.000,0.000,0.000,0.390,1499,1499
10.114,-3.053,3.053,0.000,0.000,0.000,0.391,1499,1499
10.124,-3.053,3.053,0.000,0.000,0.000,0.391,1499,1499
10.134,-3.053,3.053,0.000,0.000,0.000,0.391,1499,1499
10.144,-3.053,3.053,0.000,0.000,0.000,0.391,1499,1499
10.154,-3.053,3.053,0.000,0.000,0.000,0.391,1499,1499
10.164,-3.053,3.053,0.000,0.000,0.000,0.392,1499,1499
10.174,-3.053,3.053,0.000,0.000,0.000,0.392,1499,1499
10.184,-3.053,3.053,0.000,0.000,0.000,0.392,1499,1499
10.194,-3.053,3.053,0.000,0.000,0.000,0.392,1499,1499
10.204,-3.053,3.053,0.000,0.000,0.000,0.392,1499,1499
10.214,-3.053,3.053,0.000,0.000,0.000,0.392,1499,1499
10.224,-3.053,3.053,0.000,0.000,0.000,0.393,1499,1499
10.234,-3.053,3.053,0.000,0.000,0.000,0.393,1499,1499
10.244,-3.053,3.053,0.000,0.000,0.000,0.393,1499,1499
10.254,-3.053,3.053,0.000,0.000,0.000,0.393,1499,1499
10.264,-3.108,3.108,0.000,0.000,0.000,0.393,1499,1499
10.274,-3.108,3.108,0.000,0.000,0.000,0.395,1499,1499
10.284,-3.108,3.108,0.000,0.000,0.000,0.396,1499,1499
10.294,-3.108,3.108,0.000,0.000,0.000,0.397,1499,1499
10.304,-3.108,3.108,0.000,0.000,0.000,0.398,1499,1499
10.314,-3.108,3.108,0.000,0.000,0.000,0.398,1499,1499
10.324,-3.108,3.108,0.000,0.000,0.000,0.399,1499,1499
10.334,-3.108,3.108,0.000,0.000,0.000,0.399,1499,1499
10.344,-3.108,3.108,0.000,0.000,0.000,0.399,1499,1499
10.354,-3.108,3.108,0.000,0.000,0.000,0.400,1499,1499
10.364,-3.108,3.108,0.000,0.000,0.000,0.400,1499,1499
10.374,-3.108,3.108,0.000,0.000,0.000,0.400,1499,1499
10.384,-3.108,3.108,0.000,0.000,0.000,0.400,1499,1499
10.394,-3.108,3.108,0.000,0.000,0.000,0.400,1499,1499
10.404,-3.108,3.108,0.000,0.000,0.000,0.401,1499,1499
10.414,-3.108,3.108,0.000,0.000,0.000,0.401,1499,1499
10.424,-3.108,3.108,0.000,0.000,0.000,0.401,1499,1499
10.434,-3.108,3.108,0.000,0.000,0.000,0.401,1499,1499
10.444,-3.108,3.108,0.000,0.000,0.000,0.401,1499,1499
10.454,-3.108,3.108,0.000,0.000,0.000,0.401,1499,1499
10.464,-3.108,3.108,0.000,0.000,0.000,0.402,1499,1499
10.474,-3.108,3.108,0.000,0.000,0.000,0.402,1499,1499
10.484,-3.108,3.108,0.000,0.000,0.000,0.402,1499,1499
10.494,-3.108,3.108,0.000,0.000,0.000,0.402,1499,1499
10.504,-3.108,3.108,0.000,0.000,0.000,0.402,1499,1499
10.514,-3.108,3.108,0.000,0.000,0.000,0.402,1499,1499
10.524,-3.169,3.169,0.000,0.000,0.000,0.402,1499,1499
10.534,-3.169,3.169,0.000,0.000,0.000,0.404,1499,1499
10.544,-3.169,3.169,0.000,0.000,0.000,0.406,1499,1499
10.554,-3.169,3.169,0.000,0.000,0.000,0.407,1499,1499
10.564,-3.169,3.169,0.000,0.000,0.000,0.407,1499,1499
10.574,-3.169,3.169,0.000,0.000,0.000,0.408,1499,1499
10.584,-3.169,3.169,0.000,0.000,0.000,0.409,1499,1499
10.594,-3.169,3.169,0.000,0.000,0.000,0.409,1499,1499
10.604,-3.169,3.169,0.000,0.000,0.000,0.409,1499,1499
10.614,-3.169,3.169,0.000,0.000,0.000,0.410,1499,1499
10.624,-3.169,3.169,0.000,0.000,0.000,0.410,1499,1499
10.634,-3.169,3.169,0.000,0.000,0.000,0.410,1499,1499
10.644,-3.169,3.169,0.000,0.000,0.000,0.410,1499,1499
10.654,-3.169,3.169,0.000,0.000,0.000,0.410,1499,1499
10.664,-3.169,3.169,0.000,0.000,0.000,0.411,1499,1499
10.674,-3.169,3.169,0.000,0.000,0.000,0.411,1499,1499
10.684,-3.169,3.169,0.000,0.000,0.000,0.411,1499,1499
10.694,-3.169,3.169,0.000,0.000,0.000,0.411,1499,1499
10.704,-3.169,3.169,0.000,0.000,0.000,0.411,1499,1499
10.714,-3.169,3.169,0.000,0.000,0.000,0.411,1499,1499
10.724,-3.169,3.169,0.000,0.000,0.000,0.412,1499,1499
10.734,-3.169,3.169,0.000,0.000,0.000,0.412,1499,1499
10.744,-3.169,3.169,0.000,0.000,0.000,0.412,1499,1499
10.754,-3.169,3.169,0.000,0.000,0.000,0.412,1499,1499
10.764,-3.225,3.225,0.000,0.000,0.000,0.412,1499,1499
10.774,-3.225,3.225,0.000,0.000,0.000,0.414,1499,1499
10.784,-3.225,3.225,0.000,0.000,0.000,0.415,1499,1499
10.794,-3.225,3.225,0.000,0.000,0.000,0.416,1499,1499
10.804,-3.225,3.225,0.000,0.000,0.000,0.417,1499,1499
10.814,-3.225,3.225,0.000,0.000,0.000,0.417,1499,1499
10.824,-3.225,3.225,0.000,0.000,0.000,0.418,1499,1499
10.834,-3.225,3.225,0.000,0.000,0.000,0.418,1499,1499
10.844,-3.225,3.225,0.000,0.000,0.000,0.419,1499,1499
10.854,-3.225,3.225,0.000,0.000,0.000,0.419,1499,1499
10.864,-3.225,3.225,0.000,0.000,0.000,0.419,1499,1499
10.874,-3.225,3.225,0.000,0.000,0.000,0.419,1499,1499
10.884,-3.225,3.225,0.000,0.000,0.000,0.420,1499,1499
10.894,-3.225,3.225,0.000,0.000,0.000,0.420,1499,1499
10.904,-3.225,3.225,0.000,0.000,0.000,0.420,1499,1499
10.914,-3.225,3.225,0.000,0.000,0.000,0.420,1499,1499
10.924,-3.225,3.225,0.000,0.000,0.000,0.420,1499,1499
10.934,-3.225,3.225,0.000,0.000,0.000,0.420,1499,1499
10.944,-3.225,3.225,0.000,0.000,0.000,0.421,1499,1499
10.954,-3.225,3.225,0.000,0.000,0.000,0.421,1499,1499
10.964,-3.225,3.225,0.000,0.000,0.000,0.421,1499,1499
10.974,-3.225,3.225,0.000,0.000,0.000,0.421,1499,1499
10.984,-3.225,3.225,0.000,0.000,0.000,0.421,1499,1499
10.994,-3.225,3.225,0.000,0.000,0.000,0.421,1499,1499
11.004,-3.225,3.225,0.000,0.000,0.000,0.422,1499,1499
11.014,-3.225,3.225,0.000,0.000,0.000,0.422,1499,1499
11.024,-3.282,3.282,0.000,0.000,0.000,0.421,1499,1499
11.034,-3.282,3.282,0.000,0.000,0.000,0.423,1499,1499
11.044,-3.282,3.282,0.000,0.000,0.000,0.425,1499,1499
11.054,-3.282,3.282,0.000,0.000,0.000,0.426,1499,1499
11.064,-3.282,3.282,0.000,0.000,0.000,0.427,1499,1499
11.074,-3.282,3.282,0.000,0.000,0.000,0.427,1499,1499
11.084,-3.282,3.282,0.000,0.000,0.000,0.428,1499,1499
11.094,-3.282,3.282,0.000,0.000,0.000,0.428,1499,1499
11.104,-3.282,3.282,0.000,0.000,0.000,0.428,1499,1499
11.114,-3.282,3.282,0.000,0.000,0.000,0.429,1499,1499
11.124,-3.282,3.282,0.000,0.000,0.000,0.429,1499,1499
11.134,-3.282,3.282,0.000,0.000,0.000,0.429,1499,1499
11.144,-3.282,3.282,0.000,0.000,0.000,0.429,1499,1499
11.154,-3.282,3.282,0.000,0.000,0.000,0.430,1499,1499
11.164,-3.282,3.282,0.000,0.000,0.000,0.430,1499,1499
11.174,-3.282,3.282,0.000,0.000,0.000,0.430,1499,1499
11.184,-3.282,3.282,0.000,0.000,0.000,0.430,1499,1499
11.194,-3.282,3.282,0.000,0.000,0.000,0.430,1499,1499
11.204,-3.282,3.282,0.000,0.000,0.000,0.430,1499,1499
11.214,-3.282,3.282,0.000,0.000,0.000,0.431,1499,1499
11.224,-3.282,3.282,0.000,0.000,0.000,0.431,1499,1499
11.234,-3.282,3.282,0.000,0.000,0.000,0.431,1499,1499
11.244,-3.282,3.282,0.000,0.000,0.000,0.431,1499,1499
11.254,-3.282,3.282,0.000,0.000,0.000,0.431,1499,1499
11.264,-3.282,3.282,0.000,0.000,0.000,0.432,1499,1499
11.274,-3.338,3.338,0.000,0.000,0.000,0.431,1499,1499
11.284,-3.338,3.338,0.000,0.000,0.000,0.433,1499,1499
11.294,-3.338,3.338,0.000,0.000,0.000,0.434,1499,1499
11.304,-3.338,3.338,0.000,0.000,0.000,0.435,1499,1499
11.314,-3.338,3.338,0.000,0.000,0.000,0.436,1499,1499
11.324,-3.338,3.338,0.000,0.000,0.000,0.437,1499,1499
11.334,-3.338,3.338,0.000,0.000,0.000,0.437,1499,1499
11.344,-3.338,3.338,0.000,0.000,0.000,0.438,1499,1499
11.354,-3.338,3.338,0.000,0.000,0.000,0.438,1499,1499
11.364,-3.338,3.338,0.000,0.000,0.000,0.438,1499,1499
11.374,-3.338,3.338,0.000,0.000,0.000,0.439,1499,1499
11.384,-3.338,3.338,0.000,0.000,0.000,0.439,1499,1499
11.394,-3.338,3.338,0.000,0.000,0.000,0.439,1499,1499
11.404,-3.338,3.338,0.000,0.000,0.000,0.439,1499,1499
11.414,-3.338,3.338,0.000,0.000,0.000,0.439,1499,1499
11.424,-3.338,3.338,0.000,0.000,0.000,0.440,1499,1499
11.434,-3.338,3.338,0.000,0.000,0.000,0.440,1499,1499
11.444,-3.338,3.338,0.000,0.000,0.000,0.440,1499,1499
11.454,-3.338,3.338,0.000,0.000,0.000,0.440,1499,1499
11.464,-3.338,3.338,0.000,0.000,0.000,0.440,1499,1499
11.474,-3.338,3.338,0.000,0.000,0.000,0.440,1499,1499
11.484,-3.338,3.338,0.000,0.000,0.000,0.441,1499,1499
11.494,-3.338,3.338,0.000,0.000,0.000,0.441,1499,1499
11.504,-3.338,3.338,0.000,0.000,0.000,0.441,1499,1499
11.514,-3.338,3.338,0.000,0.000,0.000,0.441,1499,1499
11.524,-3.398,3.398,0.000,0.000,0.000,0.441,1499,1499
11.534,-3.398,3.398,0.000,0.000,0.000,0.443,1499,1499
11.544,-3.398,3.398,0.000,0.000,0.000,0.444,1499,1499
11.554,-3.398,3.398,0.000,0.000,0.000,0.445,1499,1499
11.564,-3.398,3.398,0.000,0.000,0.000,0.446,1499,1499
11.574,-3.398,3.398,0.000,0.000,0.000,0.447,1499,1499
11.584,-3.398,3.398,0.000,0.000,0.000,0.447,1499,1499
11.594,-3.398,3.398,0.000,0.000,0.000,0.448,1499,1499
11.604,-3.398,3.398,0.000,0.000,0.000,0.448,1499,1499
11.614,-3.398,3.398,0.000,0.000,0.000,0.448,1499,1499
11.624,-3.398,3.398,0.000,0.000,0.000,0.449,1499,1499
11.634,-3.398,3.398,0.000,0.000,0.000,0.449,1499,1499
11.644,-3.398,3.398,0.000,0.000,0.000,0.449,1499,1499
11.654,-3.398,3.398,0.000,0.000,0.000,0.449,1499,1499
11.664,-3.398,3.398,0.000,0.000,0.000,0.449,1499,1499
11.674,-3.398,3.398,0.000,0.000,0.000,0.450,1499,1499
11.684,-3.398,3.398,0.000,0.000,0.000,0.450,1499,1499
11.694,-3.398,3.398,0.000,0.000,0.000,0.450,1499,1499
11.704,-3.398,3.398,0.000,0.000,0.000,0.450,1499,1499
11.714,-3.398,3.398,0.000,0.000,0.000,0.450,1499,1499
11.724,-3.398,3.398,0.000,0.000,0.000,0.451,1499,1499
11.734,-3.398,3.398,0.000,0.000,0.000,0.451,1499,1499
11.744,-3.398,3.398,0.000,0.000,0.000,0.451,1499,1499
11.754,-3.398,3.398,0.000,0.000,0.000,0.451,1499,1499
11.764,-3.458,3.458,0.000,0.000,0.000,0.451,1499,1499
11.774,-3.458,3.458,0.000,0.000,0.000,0.453,1499,1499
11.784,-3.458,3.458,0.000,0.000,0.000,0.454,1499,1499
11.794,-3.458,3.458,0.000,0.000,0.000,0.455,1499,1499
11.804,-3.458,3.458,0.000,0.000,0.000,0.456,1499,1499
11.814,-3.458,3.458,0.000,0.000,0.000,0.457,1499,1499
11.824,-3.458,3.458,0.000,0.000,0.000,0.457,1499,1499
11.834,-3.458,3.458,0.000,0.000,0.000,0.458,1499,1499
11.844,-3.458,3.458,0.000,0.000,0.000,0.458,1499,1499
11.854,-3.458,3.458,0.000,0.000,0.000,0.458,1499,1499
11.864,-3.458,3.458,0.000,0.000,0.000,0.459,1499,1499
11.874,-3.458,3.458,0.000,0.000,0.000,0.459,1499,1499
11.884,-3.458,3.458,0.000,0.000,0.000,0.459,1499,1499
11.894,-3.458,3.458,0.000,0.000,0.000,0.459,1499,1499
11.904,-3.458,3.458,0.000,0.000,0.000,0.459,1499,1499
11.914,-3.458,3.458,0.000,0.000,0.000,0.460,1499,1499
11.924,-3.458,3.458,0.000,0.000,0.000,0.460,1499,1499
11.934,-3.458,3.458,0.000,0.000,0.000,0.460,1499,1499
11.944,-3.458,3.458,0.000,0.000,0.000,0.460,1499,1499
11.954,-3.458,3.458,0.000,0.000,0.000,0.460,1499,1499
11.964,-3.458,3.458,0.000,0.000,0.000,0.461,1499,1499
11.974,-3.458,3.458,0.000,0.000,0.000,0.461,1499,1499
11.984,-3.458,3.458,0.000,0.000,0.000,0.461,1499,1499
11.994,-3.458,3.458,0.000,0.000,0.000,0.461,1499,1499
12.004,-3.458,3.458,0.000,0.000,0.000,0.461,1499,1499
12.014,-3.458,3.458,0.000,0.000,0.000,0.461,1499,1499
12.024,-3.520,3.520,0.000,0.000,0.000,0.461,1499,1499
12.034,-3.520,3.520,0.000,0.000,0.000,0.463,1499,1499
12.044,-3.520,3.520,0.000,0.000,0.000,0.465,1499,1499
12.054,-3.520,3.520,0.000,0.000,0.000,0.466,1499,1499
12.064,-3.520,3.520,0.000,0.000,0.000,0.467,1499,1499
12.074,-3.520,3.520,0.000,0.000,0.000,0.467,1499,1499
12.084,-3.520,3.520,0.000,0.000,0.000,0.468,1499,1499
12.094,-3.520,3.520,0.000,0.000,0.000,0.468,1499,1499
12.104,-3.520,3.520,0.000,0.000,0.000,0.469,1499,1499
12.114,-3.520,3.520,0.000,0.000,0.000,0.469,1499,1499
12.124,-3.520,3.520,0.000,0.000,0.000,0.469,1499,1499
12.134,-3.520,3.520,0.000,0.000,0.000,0.469,1499,1499
12.144,-3.520,3.520,0.000,0.000,0.000,0.470,1499,1499
12.154,-3.520,3.520,0.000,0.000,0.000,0.470,1499,1499
12.164,-3.520,3.520,0.000,0.000,0.000,0.470,1499,1499
12.174,-3.520,3.520,0.000,0.000,0.000,0.470,1499,1499
12.184,-3.520,3.520,0.000,0.000,0.000,0.470,1499,1499
12.194,-3.520,3.520,0.000,0.000,0.000,0.471,1499,1499
12.204,-3.520,3.520,0.000,0.000,0.000,0.471,1499,1499
12.214,-3.520,3.520,0.000,0.000,0.000,0.471,1499,1499
12.224,-3.520,3.520,0.000,0.000,0.000,0.471,1499,1499
12.234,-3.520,3.520,0.000,0.000,0.000,0.471,1499,1499
12.244,-3.520,3.520,0.000,0.000,0.000,0.472,1499,1499
12.254,-3.520,3.520,0.000,0.000,0.000,0.472,1499,1499
12.264,-3.583,3.583,0.000,0.000,0.000,0.471,1499,1499
12.274,-3.583,3.583,0.000,0.000,0.000,0.473,1499,1499
12.284,-3.583,3.583,0.000,0.000,0.000,0.475,1499,1499
12.294,-3.583,3.583,0.000,0.000,0.000,0.476,1499,1499
12.304,-3.583,3.583,0.000,0.000,0.000,0.477,1499,1499
12.314,-3.583,3.583,0.000,0.000,0.000,0.478,1499,1499
12.324,-3.583,3.583,0.000,0.000,0.000,0.478,1499,1499
12.334,-3.583,3.583,0.000,0.000,0.000,0.479,1499,1499
12.344,-3.583,3.583,0.000,0.000,0.000,0.479,1499,1499
12.354,-3.583,3.583,0.000,0.000,0.000,0.479,1499,1499
12.364,-3.583,3.583,0.000,0.000,0.000,0.480,1499,1499
12.374,-3.583,3.583,0.000,0.000,0.000,0.480,1499,1499
12.384,-3.583,3.583,0.000,0.000,0.000,0.480,1499,1499
12.394,-3.583,3.583,0.000,0.000,0.000,0.480,1499,1499
12.404,-3.583,3.583,0.000,0.000,0.000,0.480,1499,1499
12.414,-3.583,3.583,0.000,0.000,0.000,0.481,1499,1499
12.424,-3.583,3.583,0.000,0.000,0.000,0.481,1499,1499
12.434,-3.583,3.583,0.000,0.000,0.000,0.481,1499,1499
12.444,-3.583,3.583,0.000,0.000,0.000,0.481,1499,1499
12.454,-3.583,3.583,0.000,0.000,0.000,0.481,1499,1499
12.464,-3.583,3.583,0.000,0.000,0.000,0.482,1499,1499
12.474,-3.583,3.583,0.000,0.000,0.000,0.482,1499,1499
12.484,-3.583,3.583,0.000,0.000,0.000,0.482,1499,1499
12.494,-3.583,3.583,0.000,0.000,0.000,0.482,1499,1499
12.504,-3.583,3.583,0.000,0.000,0.000,0.482,1499,1499
12.514,-3.645,3.645,0.000,0.000,0.000,0.482,1499,1499
12.524,-3.645,3.645,0.000,0.000,0.000,0.484,1499,1499
12.534,-3.645,3.645,0.000,0.000,0.000,0.486,1499,1499
12.544,-3.645,3.645,0.000,0.000,0.000,0.487,1499,1499
12.554,-3.645,3.645,0.000,0.000,0.000,0.488,1499,1499
12.564,-3.645,3.645,0.000,0.000,0.000,0.488,1499,1499
12.574,-3.645,3.645,0.000,0.000,0.000,0.489,1499,1499
12.584,-3.645,3.645,0.000,0.000,0.000,0.489,1499,1499
12.594,-3.645,3.645,0.000,0.000,0.000,0.490,1499,1499
12.604,-3.645,3.645,0.000,0.000,0.000,0.490,1499,1499
12.614,-3.645,3.645,0.000,0.000,0.000,0.490,1499,1499
12.624,-3.645,3.645,0.000,0.000,0.000,0.490,1499,1499
12.634,-3.645,3.645,0.000,0.000,0.000,0.491,1499,1499
12.644,-3.645,3.645,0.000,0.000,0.000,0.491,1499,1499
12.654,-3.645,3.645,0.000,0.000,0.000,0.491,1499,1499
12.664,-3.645,3.645,0.000,0.000,0.000,0.491,1499,1499
12.674,-3.645,3.645,0.000,0.000,0.000,0.491,1499,1499
12.684,-3.645,3.645,0.000,0.000,0.000,0.492,1499,1499
12.694,-3.645,3.645,0.000,0.000,0.000,0.492,1499,1499
12.704,-3.645,3.645,0.000,0.000,0.000,0.492,1499,1499
12.714,-3.645,3.645,0.000,0.000,0.000,0.492,1499,1499
12.724,-3.645,3.645,0.000,0.000,0.000,0.492,1499,1499
12.734,-3.645,3.645,0.000,0.000,0.000,0.493,1499,1499
12.744,-3.645,3.645,0.000,0.000,0.000,0.493,1499,1499
12.754,-3.645,3.645,0.000,0.000,0.000,0.493,1499,1499
12.764,-3.704,3.704,0.000,0.000,0.000,0.493,1499,1499
12.774,-3.704,3.704,0.000,0.000,0.000,0.495,1499,1499
12.784,-3.704,3.704,0.000,0.000,0.000,0.496,1499,1499
12.794,-3.704,3.704,0.000,0.000,0.000,0.497,1499,1499
12.804,-3.704,3.704,0.000,0.000,0.000,0.498,1499,1499
12.814,-3.704,3.704,0.000,0.000,0.000,0.499,1499,1499
12.824,-3.704,3.704,0.000,0.000,0.000,0.499,1499,1499
12.834,-3.704,3.704,0.000,0.000,0.000,0.500,1499,1499
12.844,-3.704,3.704,0.000,0.000,0.000,0.500,1499,1499
12.854,-3.704,3.704,0.000,0.000,0.000,0.500,1499,1499
12.864,-3.704,3.704,0.000,0.000,0.000,0.500,1499,1499
12.874,-3.704,3.704,0.000,0.000,0.000,0.501,1499,1499
12.884,-3.704,3.704,0.000,0.000,0.000,0.501,1499,1499
12.894,-3.704,3.704,0.000,0.000,0.000,0.501,1499,1499
12.904,-3.704,3.704,0.000,0.000,0.000,0.501,1499,1499
12.914,-3.704,3.704,0.000,0.000,0.000,0.502,1499,1499
12.924,-3.704,3.704,0.000,0.000,0.000,0.502,1499,1499
12.934,-3.704,3.704,0.000,0.000,0.000,0.502,1499,1499
12.944,-3.704,3.704,0.000,0.000,0.000,0.502,1499,1499
12.954,-3.704,3.704,0.000,0.000,0.000,0.502,1499,1499
12.964,-3.704,3.704,0.000,0.000,0.000,0.503,1499,1499
12.974,-3.704,3.704,0.000,0.000,0.000,0.503,1499,1499
12.984,-3.704,3.704,0.000,0.000,0.000,0.503,1499,1499
12.994,-3.704,3.704,0.000,0.000,0.000,0.503,1499,1499
13.004,-3.704,3.704,0.000,0.000,0.000,0.503,1499,1499
13.014,-3.704,3.704,0.000,0.000,0.000,0.504,1499,1499
13.024,-3.763,3.763,0.000,0.000,0.000,0.503,1499,1499
13.034,-3.763,3.763,0.000,0.000,0.000,0.505,1499,1499
13.044,-3.763,3.763,0.000,0.000,0.000,0.507,1499,1499
13.054,-3.763,3.763,0.000,0.000,0.000,0.508,1499,1499
13.064,-3.763,3.763,0.000,0.000,0.000,0.509,1499,1499
13.074,-3.763,3.763,0.000,0.000,0.000,0.509,1499,1499
13.084,-3.763,3.763,0.000,0.000,0.000,0.510,1499,1499
13.094,-3.763,3.763,0.000,0.000,0.000,0.510,1499,1499
13.104,-3.763,3.763,0.000,0.000,0.000,0.511,1499,1499
13.114,-3.763,3.763,0.000,0.000,0.000,0.511,1499,1499
13.124,-3.763,3.763,0.000,0.000,0.000,0.511,1499,1499
13.134,-3.763,3.763,0.000,0.000,0.000,0.511,1499,1499
13.144,-3.763,3.763,0.000,0.000,0.000,0.512,1499,1499
13.154,-3.763,3.763,0.000,0.000,0.000,0.512,1499,1499
13.164,-3.763,3.763,0.000,0.000,0.000,0.512,1499,1499
13.174,-3.763,3.763,0.000,0.000,0.000,0.512,1499,1499
13.184,-3.763,3.763,0.000,0.000,0.000,0.512,1499,1499
13.194,-3.763,3.763,0.000,0.000,0.000,0.513,1499,1499
13.204,-3.763,3.763,0.000,0.000,0.000,0.513,1499,1499
13.214,-3.763,3.763,0.000,0.000,0.000,0.513,1499,1499
13.224,-3.763,3.763,0.000,0.000,0.000,0.513,1499,1499
13.234,-3.763,3.763,0.000,0.000,0.000,0.513,1499,1499
13.244,-3.763,3.763,0.000,0.000,0.000,0.514,1499,1499
13.254,-3.763,3.763,0.000,0.000,0.000,0.514,1499,1499
13.264,-3.763,3.763,0.000,0.000,0.000,0.514,1499,1499
13.274,-3.820,3.820,0.000,0.000,0.000,0.514,1499,1499
13.285,-3.820,3.820,0.000,0.000,0.000,0.516,1499,1499
13.294,-3.820,3.820,0.000,0.000,0.000,0.517,1499,1499
13.304,-3.820,3.820,0.000,0.000,0.000,0.518,1499,1499
13.314,-3.820,3.820,0.000,0.000,0.000,0.519,1499,1499
13.324,-3.820,3.820,0.000,0.000,0.000,0.520,1499,1499
13.334,-3.820,3.820,0.000,0.000,0.000,0.520,1499,1499
13.344,-3.820,3.820,0.000,0.000,0.000,0.521,1499,1499
13.354,-3.820,3.820,0.000,0.000,0.000,0.521,1499,1499
13.364,-3.820,3.820,0.000,0.000,0.000,0.521,1499,1499
13.374,-3.820,3.820,0.000,0.000,0.000,0.521,1499,1499
13.384,-3.820,3.820,0.000,0.000,0.000,0.522,1499,1499
13.394,-3.820,3.820,0.000,0.000,0.000,0.522,1499,1499
13.404,-3.820,3.820,0.000,0.000,0.000,0.522,1499,1499
13.414,-3.820,3.820,0.000,0.000,0.000,0.522,1499,1499
13.424,-3.820,3.820,0.000,0.000,0.000,0.523,1499,1499
13.434,-3.820,3.820,0.000,0.000,0.000,0.523,1499,1499
13.444,-3.820,3.820,0.000,0.000,0.000,0.523,1499,1499
13.454,-3.820,3.820,0.000,0.000,0.000,0.523,1499,1499
13.464,-3.820,3.820,0.000,0.000,0.000,0.523,1499,1499
13.474,-3.820,3.820,0.000,0.000,0.000,0.524,1499,1499
13.484,-3.820,3.820,0.000,0.000,0.000,0.524,1499,1499
13.494,-3.820,3.820,0.000,0.000,0.000,0.524,1499,1499
13.504,-3.820,3.820,0.000,0.000,0.000,0.524,1499,1499
13.514,-3.820,3.820,0.000,0.000,0.000,0.524,1499,1499
13.524,-3.880,3.880,0.000,0.000,0.000,0.524,1499,1499
13.534,-3.880,3.880,0.000,0.000,0.000,0.526,1499,1499
13.544,-3.880,3.880,0.000,0.000,0.000,0.528,1499,1499
13.554,-3.880,3.880,0.000,0.000,0.000,0.529,1499,1499
13.564,-3.880,3.880,0.000,0.000,0.000,0.530,1499,1499
13.574,-3.880,3.880,0.000,0.000,0.000,0.530,1499,1499
13.584,-3.880,3.880,0.000,0.000,0.000,0.531,1499,1499
13.594,-3.880,3.880,0.000,0.000,0.000,0.531,1499,1499
13.604,-3.880,3.880,0.000,0.000,0.000,0.531,1499,1499
13.614,-3.880,3.880,0.000,0.000,0.000,0.532,1499,1499
13.624,-3.880,3.880,0.000,0.000,0.000,0.532,1499,1499
13.634,-3.880,3.880,0.000,0.000,0.000,0.532,1499,1499
13.644,-3.880,3.880,0.000,0.000,0.000,0.533,1499,1499
13.654,-3.880,3.880,0.000,0.000,0.000,0.533,1499,1499
13.664,-3.880,3.880,0.000,0.000,0.000,0.533,1499,1499
13.674,-3.880,3.880,0.000,0.000,0.000,0.533,1499,1499
13.684,-3.880,3.880,0.000,0.000,0.000,0.533,1499,1499
13.694,-3.880,3.880,0.000,0.000,0.000,0.534,1499,1499
13.704,-3.880,3.880,0.000,0.000,0.000,0.534,1499,1499
13.714,-3.880,3.880,0.000,0.000,0.000,0.534,1499,1499
13.724,-3.880,3.880,0.000,0.000,0.000,0.534,1499,1499
13.734,-3.880,3.880,0.000,0.000,0.000,0.534,1499,1499
13.744,-3.880,3.880,0.000,0.000,0.000,0.535,1499,1499
13.754,-3.880,3.880,0.000,0.000,0.000,0.535,1499,1499
13.764,-3.880,3.880,0.000,0.000,0.000,0.535,1499,1499
