timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,1500,1500
1.045,-12.847,12.847,0.000,0.000,0.000,0.000,0.111,0.089,72.980,0.000,1141.479,400.000,1497,1497
1.056,-12.847,12.847,26.908,0.000,22.264,49.172,0.111,0.089,72.980,0.001,0.000,72.981,1499,1494
1.066,-12.847,12.847,26.908,0.000,0.000,26.908,0.111,0.089,72.980,0.002,0.000,72.982,1496,1491
1.076,-12.847,12.847,26.908,0.001,0.000,26.908,0.111,0.089,72.980,0.003,0.000,72.983,1493,1488
1.086,-12.847,12.847,26.908,0.001,0.000,26.908,0.111,0.089,72.980,0.004,0.000,72.984,1490,1485
1.096,-12.847,12.847,26.908,0.001,0.000,26.909,0.111,0.089,72.980,0.004,0.000,72.984,1487,1482
1.106,-12.847,12.847,26.908,0.001,0.000,26.909,0.111,0.089,72.980,0.005,0.000,72.985,1484,1479
1.116,-12.847,12.847,26.908,0.002,0.000,26.909,0.111,0.089,72.980,0.006,0.000,72.986,1483,1476
1.126,-12.847,12.847,26.908,0.002,0.000,26.909,0.111,0.089,72.980,0.007,0.000,72.987,1483,1473
1.136,-12.847,12.847,26.908,0.002,0.000,26.910,0.111,0.089,72.980,0.008,0.000,72.988,1483,1470
1.146,-12.847,12.847,26.908,0.002,0.000,26.910,0.111,0.089,72.980,0.009,0.000,72.989,1483,1467
1.156,-12.847,12.847,26.908,0.002,0.000,26.910,0.111,0.089,72.980,0.010,0.000,72.990,1483,1464
1.166,-12.847,12.847,26.908,0.003,0.000,26.910,0.111,0.089,72.980,0.011,0.000,72.991,1483,1461
1.176,-12.847,12.847,26.908,0.003,0.000,26.910,0.111,0.089,72.980,0.012,0.000,72.992,1483,1458
1.186,-12.847,12.847,26.908,0.003,0.000,26.911,0.111,0.089,72.980,0.013,0.000,72.993,1483,1455
1.196,-12.847,12.847,26.908,0.003,0.000,26.911,0.111,0.089,72.980,0.013,0.000,72.993,1483,1452
1.206,-12.847,12.847,26.908,0.004,0.000,26.911,0.111,0.089,72.980,0.014,0.000,72.994,1483,1449
1.216,-12.847,12.847,26.908,0.004,0.000,26.911,0.111,0.089,72.980,0.015,0.000,72.995,1483,1446
1.226,-12.847,12.847,26.908,0.004,0.000,26.912,0.111,0.089,72.980,0.016,0.000,72.996,1483,1443
1.236,-12.849,12.849,26.910,0.004,0.002,26.917,0.110,0.090,73.800,0.017,0.500,74.317,1481,1440
