timestamp,pitch_deg,error_deg,p_term,i_term,d_term,pid_output,motor3_pwm,motor4_pwm
1.022,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.022,-11.714,11.714,30.668,0.000,41661.242,400.000,1100,1900
1.032,-11.714,11.714,30.668,0.004,0.000,30.672,1469,1530
1.042,-11.714,11.714,30.668,0.008,0.000,30.676,1469,1530
1.052,-11.714,11.714,30.668,0.012,0.000,30.681,1469,1530
1.062,-11.714,11.714,30.668,0.016,0.000,30.685,1469,1530
1.072,-11.714,11.714,30.668,0.021,0.000,30.689,1469,1530
1.082,-11.714,11.714,30.668,0.025,0.000,30.693,1469,1530
1.092,-11.688,11.688,30.598,0.029,-1.872,28.755,1471,1528
1.102,-11.688,11.688,30.598,0.033,0.000,30.631,1469,1530
1.112,-11.688,11.688,30.598,0.037,0.000,30.635,1469,1530
1.122,-11.688,11.688,30.598,0.041,0.000,30.639,1469,1530
1.132,-11.688,11.688,30.598,0.045,0.000,30.643,1469,1530
1.142,-11.688,11.688,30.598,0.049,0.000,30.647,1469,1530
1.152,-11.688,11.688,30.598,0.053,0.000,30.651,1469,1530
1.162,-11.688,11.688,30.598,0.057,0.000,30.655,1469,1530
1.172,-11.688,11.688,30.598,0.061,0.000,30.659,1469,1530
1.182,-11.688,11.688,30.598,0.065,0.000,30.663,1469,1530
1.192,-11.688,11.688,30.598,0.070,0.000,30.667,1469,1530
1.202,-11.688,11.688,30.598,0.074,0.000,30.672,1469,1530
1.212,-11.688,11.688,30.598,0.078,0.000,30.676,1469,1530
1.222,-11.688,11.688,30.598,0.082,0.000,30.680,1469,1530
1.232,-11.688,11.688,30.598,0.086,0.000,30.684,1469,1530
1.242,-11.688,11.688,30.598,0.090,0.000,30.688,1469,1530
1.252,-11.688,11.688,30.598,0.094,0.000,30.692,1469,1530
1.262,-11.688,11.688,30.598,0.098,0.000,30.696,1469,1530
1.272,-11.688,11.688,30.598,0.102,0.000,30.700,1469,1530
1.282,-11.688,11.688,30.598,0.106,0.000,30.704,1469,1530
1.292,-11.688,11.688,30.598,0.110,0.000,30.708,1469,1530
