timestamp,altitude,altitude_error,velocity_z,accel_z,pos_p,pos_i,pos_d,vel_p,vel_i,vel_d,acc_p,acc_i,acc_d,pos_out,vel_out,acc_out,motor3_pwm,motor4_pwm
1.022,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.022,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,-0.000,1.092,8.736,-0.481,1502,1502
1.032,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1504,1504
1.042,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.052,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.062,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.072,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.082,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.092,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.102,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.112,0.136,0.364,0.000,9.699,1.092,0.000,0.000,8.736,0.000,0.000,-0.481,-0.000,0.000,1.092,8.736,-0.481,1505,1505
1.122,0.136,0.364,0.000,9.689,1.092,0.000,0.000,8.736,0.000,0.000,-0.476,-0.000,0.000,1.092,8.736,-0.476,1505,1505
1.132,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.142,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.152,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.162,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.172,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.182,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.192,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.202,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.212,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.222,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.232,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.242,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.252,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.262,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.272,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
1.282,0.133,0.367,0.000,9.689,1.101,0.000,0.000,8.808,0.000,0.000,-0.440,-0.000,0.000,1.101,8.808,-0.440,1504,1504
