timestamp,altitude,altitude_error,velocity_z,accel_z,pos_p,pos_i,pos_d,vel_p,vel_i,vel_d,acc_p,acc_i,acc_d,pos_out,vel_out,acc_out,motor3_pwm,motor4_pwm
1.021,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.021,0.284,0.216,0.000,0.043,0.648,0.000,0.000,5.184,0.000,0.000,2.570,0.000,0.000,0.648,5.184,2.570,1502,1502
1.031,0.284,0.216,0.000,0.074,0.648,0.000,0.000,5.184,0.000,0.000,2.555,0.000,-0.000,0.648,5.184,2.555,1504,1504
1.041,0.284,0.216,0.000,0.095,0.648,0.000,0.000,5.184,0.000,0.000,2.545,0.000,-0.000,0.648,5.184,2.545,1506,1506
1.051,0.284,0.216,0.000,0.110,0.648,0.000,0.000,5.184,0.000,0.000,2.537,0.000,-0.000,0.648,5.184,2.537,1508,1508
1.061,0.284,0.216,0.000,0.120,0.648,0.000,0.000,5.184,0.000,0.000,2.532,0.000,-0.000,0.648,5.184,2.532,1510,1510
1.071,0.284,0.216,0.000,0.127,0.648,0.000,0.000,5.184,0.000,0.000,2.528,0.000,-0.000,0.648,5.184,2.528,1512,1512
1.081,0.284,0.216,0.000,0.132,0.648,0.000,0.000,5.184,0.000,0.000,2.526,0.000,-0.000,0.648,5.184,2.526,1514,1514
1.091,0.284,0.216,0.000,0.136,0.648,0.000,0.000,5.184,0.000,0.000,2.524,0.000,-0.000,0.648,5.184,2.524,1516,1516
1.101,0.284,0.216,0.000,0.138,0.648,0.000,0.000,5.184,0.000,0.000,2.523,0.000,-0.000,0.648,5.184,2.523,1518,1518
1.111,0.284,0.216,0.000,0.140,0.648,0.000,0.000,5.184,0.000,0.000,2.522,0.000,-0.000,0.648,5.184,2.522,1520,1520
1.121,0.284,0.216,0.000,0.141,0.648,0.000,0.000,5.184,0.000,0.000,2.521,0.000,-0.000,0.648,5.184,2.521,1522,1522
1.131,0.284,0.216,0.000,0.142,0.648,0.000,0.000,5.184,0.000,0.000,2.521,0.000,-0.000,0.648,5.184,2.521,1524,1524
1.141,0.284,0.216,0.000,0.143,0.648,0.000,0.000,5.184,0.000,0.000,2.521,0.000,-0.000,0.648,5.184,2.521,1526,1526
1.151,0.284,0.216,0.000,0.143,0.648,0.000,0.000,5.184,0.000,0.000,2.520,0.000,-0.000,0.648,5.184,2.520,1528,1528
1.161,0.284,0.216,0.000,0.144,0.648,0.000,0.000,5.184,0.000,0.000,2.520,0.000,-0.000,0.648,5.184,2.520,1530,1530
1.171,0.284,0.216,0.000,0.144,0.648,0.000,0.000,5.184,0.000,0.000,2.520,0.000,-0.000,0.648,5.184,2.520,1532,1532
1.181,0.284,0.216,0.000,0.144,0.648,0.000,0.000,5.184,0.000,0.000,2.520,0.000,-0.000,0.648,5.184,2.520,1534,1534
1.191,0.284,0.216,0.000,0.144,0.648,0.000,0.000,5.184,0.000,0.000,2.520,0.000,-0.000,0.648,5.184,2.520,1536,1536
1.201,0.281,0.219,0.000,0.141,0.657,0.000,0.000,5.256,0.000,0.000,2.557,0.000,0.000,0.657,5.256,2.557,1538,1538
1.211,0.281,0.219,0.000,0.139,0.657,0.000,0.000,5.256,0.000,0.000,2.558,0.000,0.000,0.657,5.256,2.558,1540,1540
1.221,0.281,0.219,0.000,0.138,0.657,0.000,0.000,5.256,0.000,0.000,2.559,0.000,0.000,0.657,5.256,2.559,1542,1542
1.231,0.281,0.219,0.000,0.137,0.657,0.000,0.000,5.256,0.000,0.000,2.560,0.000,0.000,0.657,5.256,2.560,1544,1544
1.241,0.281,0.219,0.000,0.136,0.657,0.000,0.000,5.256,0.000,0.000,2.560,0.000,0.000,0.657,5.256,2.560,1546,1546
1.251,0.281,0.219,0.000,0.136,0.657,0.000,0.000,5.256,0.000,0.000,2.560,0.000,0.000,0.657,5.256,2.560,1548,1548
1.261,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.560,0.000,0.000,0.657,5.256,2.560,1550,1550
1.271,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.560,0.000,0.000,0.657,5.256,2.560,1552,1552
1.281,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1554,1554
1.291,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1556,1556
1.301,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1558,1558
1.311,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1560,1560
1.321,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1562,1562
1.331,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1564,1564
1.341,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1566,1566
1.351,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1568,1568
1.361,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1570,1570
1.371,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1572,1572
1.381,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1574,1574
1.391,0.281,0.219,0.000,0.135,0.657,0.000,0.000,5.256,0.000,0.000,2.561,0.000,0.000,0.657,5.256,2.561,1576,1576
