timestamp,altitude,altitude_error,velocity_z,accel_z,pos_p,pos_i,pos_d,vel_p,vel_i,vel_d,acc_p,acc_i,acc_d,pos_out,vel_out,acc_out,motor3_pwm,motor4_pwm
1.019,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.020,0.209,0.291,0.000,1.952,0.873,0.000,0.000,6.984,0.000,0.000,2.516,0.000,0.000,0.873,6.984,2.516,1497,1497
1.030,0.209,0.291,0.000,3.513,0.873,0.000,0.000,6.984,0.000,0.000,1.736,0.004,-0.000,0.873,6.984,1.739,1494,1494
1.040,0.209,0.291,0.000,4.762,0.873,0.000,0.000,6.984,0.000,0.000,1.111,0.006,-0.000,0.873,6.984,1.117,1491,1491
1.050,0.209,0.291,0.000,5.761,0.873,0.000,0.000,6.984,0.000,0.000,0.612,0.007,-0.000,0.873,6.984,0.619,1488,1488
1.060,0.209,0.291,0.000,6.560,0.873,0.000,0.000,6.984,0.000,0.000,0.212,0.007,-0.000,0.873,6.984,0.219,1490,1490
1.070,0.209,0.291,0.000,7.211,0.873,0.000,0.000,6.984,0.000,0.000,-0.114,0.007,-0.000,0.873,6.984,-0.106,1492,1492
1.080,0.208,0.292,0.000,7.732,0.876,0.000,0.000,7.008,0.000,0.000,-0.362,0.007,-0.000,0.876,7.008,-0.356,1494,1494
1.090,0.208,0.292,0.000,8.149,0.876,0.000,0.000,7.008,0.000,0.000,-0.571,0.005,-0.000,0.876,7.008,-0.565,1496,1496
1.100,0.208,0.292,0.000,8.483,0.876,0.000,0.000,7.008,0.000,0.000,-0.737,0.004,-0.000,0.876,7.008,-0.733,1498,1498
1.110,0.208,0.292,0.000,8.749,0.876,0.000,0.000,7.008,0.000,0.000,-0.871,0.002,-0.000,0.876,7.008,-0.869,1500,1500
1.120,0.208,0.292,0.000,8.963,0.876,0.000,0.000,7.008,0.000,0.000,-0.977,0.000,-0.000,0.876,7.008,-0.977,1502,1502
1.130,0.208,0.292,0.000,9.134,0.876,0.000,0.000,7.008,0.000,0.000,-1.063,-0.002,-0.000,0.876,7.008,-1.065,1504,1504
1.140,0.208,0.292,0.000,9.270,0.876,0.000,0.000,7.008,0.000,0.000,-1.131,-0.004,-0.000,0.876,7.008,-1.135,1506,1506
