时间戳,pitch角度,误差,目标角速率,实际角速率,积分项,输出值,电机3PWM,电机4PWM
20.383,-6.575,6.575,0.000,0.000,0.000,1.515,1498,1498
20.393,-6.575,6.575,0.000,0.000,0.000,1.507,1498,1498
20.403,-6.575,6.575,0.000,0.000,0.000,1.499,1498,1498
20.413,-6.575,6.575,0.000,0.000,0.000,1.492,1498,1498
20.423,-6.575,6.575,0.000,0.000,0.000,1.484,1498,1498
20.433,-6.575,6.575,0.000,0.000,0.000,1.476,1498,1498
20.443,-6.575,6.575,0.000,0.000,0.000,1.468,1498,1498
20.453,-6.575,6.575,0.000,0.000,0.000,1.460,1498,1498
20.463,-6.575,6.575,0.000,0.000,0.000,1.452,1498,1498
20.473,-6.575,6.575,0.000,0.000,0.000,1.445,1498,1498
20.483,-6.575,6.575,0.000,0.000,0.000,1.437,1498,1498
20.493,-6.575,6.575,0.000,0.000,0.000,1.429,1498,1498
20.503,-6.575,6.575,0.000,0.000,0.000,1.421,1498,1498
20.513,-6.575,6.575,0.000,0.000,0.000,1.413,1498,1498
20.523,-6.575,6.575,0.000,0.000,0.000,1.411,1498,1498
20.533,-6.575,6.575,0.000,0.000,0.000,1.411,1498,1498
20.543,-6.575,6.575,0.000,0.000,0.000,1.411,1498,1498
20.553,-6.575,6.575,0.000,0.000,0.000,1.411,1498,1498
20.563,-6.575,6.575,0.000,0.000,0.000,1.412,1498,1498
20.573,-6.575,6.575,0.000,0.000,0.000,1.412,1498,1498
20.583,-6.575,6.575,0.000,0.000,0.000,1.412,1498,1498
20.593,-6.575,6.575,0.000,0.000,0.000,1.413,1498,1498
20.603,-6.575,6.575,0.000,0.000,0.000,1.413,1498,1498
20.613,-6.343,6.343,0.000,0.000,0.000,1.416,1498,1498
20.623,-6.343,6.343,0.000,0.000,0.000,1.409,1498,1498
20.633,-6.343,6.343,0.000,0.000,0.000,1.404,1498,1498
20.643,-6.343,6.343,0.000,0.000,0.000,1.401,1498,1498
20.653,-6.343,6.343,0.000,0.000,0.000,1.399,1498,1498
20.663,-6.343,6.343,0.000,0.000,0.000,1.397,1498,1498
20.673,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.683,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.693,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.703,-6.343,6.343,0.000,0.000,0.000,1.395,1498,1498
20.713,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.723,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.733,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.743,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.753,-6.343,6.343,0.000,0.000,0.000,1.396,1498,1498
20.763,-6.343,6.343,0.000,0.000,0.000,1.397,1498,1498
20.773,-6.343,6.343,0.000,0.000,0.000,1.397,1498,1498
20.783,-6.343,6.343,0.000,0.000,0.000,1.397,1498,1498
20.793,-6.343,6.343,0.000,0.000,0.000,1.398,1498,1498
20.803,-6.343,6.343,0.000,0.000,0.000,1.398,1498,1498
20.813,-6.343,6.343,0.000,0.000,0.000,1.398,1498,1498
20.823,-6.343,6.343,0.000,0.000,0.000,1.399,1498,1498
20.833,-6.343,6.343,0.000,0.000,0.000,1.399,1498,1498
20.843,-6.343,6.343,0.000,0.000,0.000,1.399,1498,1498
20.853,-7.003,7.003,0.000,0.000,0.000,1.392,1498,1498
20.863,-7.003,7.003,0.000,0.000,0.000,1.400,1498,1498
20.873,-7.003,7.003,0.000,0.000,0.000,1.408,1498,1498
20.883,-7.003,7.003,0.000,0.000,0.000,1.416,1498,1498
20.893,-7.003,7.003,0.000,0.000,0.000,1.424,1498,1498
20.903,-7.003,7.003,0.000,0.000,0.000,1.432,1498,1498
20.913,-7.003,7.003,0.000,0.000,0.000,1.440,1498,1498
20.923,-7.003,7.003,0.000,0.000,0.000,1.447,1498,1498
20.933,-7.003,7.003,0.000,0.000,0.000,1.455,1498,1498
20.943,-7.003,7.003,0.000,0.000,0.000,1.462,1498,1498
20.953,-7.003,7.003,0.000,0.000,0.000,1.463,1498,1498
20.963,-7.003,7.003,0.000,0.000,0.000,1.464,1498,1498
20.973,-7.003,7.003,0.000,0.000,0.000,1.465,1498,1498
20.983,-7.003,7.003,0.000,0.000,0.000,1.466,1498,1498
20.993,-7.003,7.003,0.000,0.000,0.000,1.466,1498,1498
21.003,-7.003,7.003,0.000,0.000,0.000,1.467,1498,1498
21.013,-7.003,7.003,0.000,0.000,0.000,1.467,1498,1498
21.023,-7.003,7.003,0.000,0.000,0.000,1.468,1498,1498
21.033,-7.003,7.003,0.000,0.000,0.000,1.468,1498,1498
21.043,-7.003,7.003,0.000,0.000,0.000,1.469,1498,1498
21.053,-7.003,7.003,0.000,0.000,0.000,1.469,1498,1498
21.063,-7.003,7.003,0.000,0.000,0.000,1.469,1498,1498
21.073,-7.003,7.003,0.000,0.000,0.000,1.470,1498,1498
21.083,-7.003,7.003,0.000,0.000,0.000,1.470,1498,1498
21.093,-7.003,7.003,0.000,0.000,0.000,1.470,1498,1498
21.103,-7.895,7.895,0.000,0.000,0.000,1.463,1498,1498
21.113,-7.895,7.895,0.000,0.000,0.000,1.470,1498,1498
21.123,-7.895,7.895,0.000,0.000,0.000,1.478,1498,1498
21.133,-7.895,7.895,0.000,0.000,0.000,1.486,1498,1498
21.143,-7.895,7.895,0.000,0.000,0.000,1.494,1498,1498
21.153,-7.895,7.895,0.000,0.000,0.000,1.502,1498,1498
21.163,-7.895,7.895,0.000,0.000,0.000,1.510,1498,1498
21.173,-7.895,7.895,0.000,0.000,0.000,1.518,1498,1498
21.183,-7.895,7.895,0.000,0.000,0.000,1.525,1498,1498
21.193,-7.895,7.895,0.000,0.000,0.000,1.533,1498,1498
21.203,-7.895,7.895,0.000,0.000,0.000,1.541,1498,1498
21.213,-7.895,7.895,0.000,0.000,0.000,1.549,1498,1498
21.223,-7.895,7.895,0.000,0.000,0.000,1.557,1498,1498
21.233,-7.895,7.895,0.000,0.000,0.000,1.559,1498,1498
21.243,-7.895,7.895,0.000,0.000,0.000,1.560,1498,1498
21.253,-7.895,7.895,0.000,0.000,0.000,1.561,1498,1498
21.263,-7.895,7.895,0.000,0.000,0.000,1.561,1498,1498
21.273,-7.895,7.895,0.000,0.000,0.000,1.562,1498,1498
21.283,-7.895,7.895,0.000,0.000,0.000,1.562,1498,1498
21.293,-7.895,7.895,0.000,0.000,0.000,1.563,1498,1498
21.303,-7.895,7.895,0.000,0.000,0.000,1.563,1498,1498
21.313,-7.895,7.895,0.000,0.000,0.000,1.564,1498,1498
21.323,-7.895,7.895,0.000,0.000,0.000,1.564,1498,1498
21.333,-7.895,7.895,0.000,0.000,0.000,1.564,1498,1498
21.343,-7.895,7.895,0.000,0.000,0.000,1.565,1498,1498
21.353,-8.597,8.597,0.000,0.000,0.000,1.558,1498,1498
21.363,-8.597,8.597,0.000,0.000,0.000,1.566,1498,1498
21.373,-8.597,8.597,0.000,0.000,0.000,1.574,1498,1498
21.383,-8.597,8.597,0.000,0.000,0.000,1.582,1498,1498
21.393,-8.597,8.597,0.000,0.000,0.000,1.589,1498,1498
21.403,-8.597,8.597,0.000,0.000,0.000,1.597,1498,1498
21.413,-8.597,8.597,0.000,0.000,0.000,1.605,1498,1498
21.423,-8.597,8.597,0.000,0.000,0.000,1.613,1498,1498
21.433,-8.597,8.597,0.000,0.000,0.000,1.621,1498,1498
21.443,-8.597,8.597,0.000,0.000,0.000,1.629,1498,1498
21.453,-8.597,8.597,0.000,0.000,0.000,1.634,1498,1498
21.463,-8.597,8.597,0.000,0.000,0.000,1.635,1498,1498
21.473,-8.597,8.597,0.000,0.000,0.000,1.636,1498,1498
21.483,-8.597,8.597,0.000,0.000,0.000,1.637,1498,1498
21.493,-8.597,8.597,0.000,0.000,0.000,1.637,1498,1498
21.503,-8.597,8.597,0.000,0.000,0.000,1.638,1498,1498
21.513,-8.597,8.597,0.000,0.000,0.000,1.638,1498,1498
21.523,-8.597,8.597,0.000,0.000,0.000,1.639,1498,1498
21.533,-8.597,8.597,0.000,0.000,0.000,1.639,1498,1498
21.543,-8.597,8.597,0.000,0.000,0.000,1.640,1498,1498
21.553,-8.597,8.597,0.000,0.000,0.000,1.640,1498,1498
21.563,-8.597,8.597,0.000,0.000,0.000,1.641,1498,1498
21.573,-8.597,8.597,0.000,0.000,0.000,1.641,1498,1498
21.583,-8.597,8.597,0.000,0.000,0.000,1.642,1498,1498
21.593,-8.597,8.597,0.000,0.000,0.000,1.642,1498,1498
21.603,-8.700,8.700,0.000,0.000,0.000,1.642,1498,1498
21.613,-8.700,8.700,0.000,0.000,0.000,1.645,1498,1498
21.623,-8.700,8.700,0.000,0.000,0.000,1.648,1498,1498
21.633,-8.700,8.700,0.000,0.000,0.000,1.650,1498,1498
21.643,-8.700,8.700,0.000,0.000,0.000,1.652,1498,1498
21.653,-8.700,8.700,0.000,0.000,0.000,1.653,1498,1498
21.663,-8.700,8.700,0.000,0.000,0.000,1.654,1498,1498
21.673,-8.700,8.700,0.000,0.000,0.000,1.655,1498,1498
21.683,-8.700,8.700,0.000,0.000,0.000,1.655,1498,1498
21.693,-8.700,8.700,0.000,0.000,0.000,1.656,1498,1498
21.703,-8.700,8.700,0.000,0.000,0.000,1.657,1498,1498
21.713,-8.700,8.700,0.000,0.000,0.000,1.657,1498,1498
21.723,-8.700,8.700,0.000,0.000,0.000,1.658,1498,1498
21.733,-8.700,8.700,0.000,0.000,0.000,1.658,1498,1498
21.743,-8.700,8.700,0.000,0.000,0.000,1.659,1498,1498
21.753,-8.700,8.700,0.000,0.000,0.000,1.659,1498,1498
21.763,-8.700,8.700,0.000,0.000,0.000,1.660,1498,1498
21.773,-8.700,8.700,0.000,0.000,0.000,1.660,1498,1498
21.783,-8.700,8.700,0.000,0.000,0.000,1.661,1498,1498
21.793,-8.700,8.700,0.000,0.000,0.000,1.661,1498,1498
21.803,-8.700,8.700,0.000,0.000,0.000,1.662,1498,1498
21.813,-8.700,8.700,0.000,0.000,0.000,1.662,1498,1498
21.823,-8.700,8.700,0.000,0.000,0.000,1.662,1498,1498
21.833,-8.700,8.700,0.000,0.000,0.000,1.663,1498,1498
21.843,-8.700,8.700,0.000,0.000,0.000,1.663,1498,1498
21.853,-8.312,8.312,0.000,0.000,0.000,1.668,1498,1498
21.863,-8.312,8.312,0.000,0.000,0.000,1.660,1498,1498
21.873,-8.312,8.312,0.000,0.000,0.000,1.652,1498,1498
21.883,-8.312,8.312,0.000,0.000,0.000,1.644,1498,1498
21.893,-8.312,8.312,0.000,0.000,0.000,1.639,1498,1498
21.903,-8.312,8.312,0.000,0.000,0.000,1.636,1498,1498
21.913,-8.312,8.312,0.000,0.000,0.000,1.635,1498,1498
21.923,-8.312,8.312,0.000,0.000,0.000,1.634,1498,1498
21.933,-8.312,8.312,0.000,0.000,0.000,1.633,1498,1498
21.943,-8.312,8.312,0.000,0.000,0.000,1.633,1498,1498
21.953,-8.312,8.312,0.000,0.000,0.000,1.633,1498,1498
21.963,-8.312,8.312,0.000,0.000,0.000,1.633,1498,1498
21.973,-8.312,8.312,0.000,0.000,0.000,1.633,1498,1498
21.983,-8.312,8.312,0.000,0.000,0.000,1.633,1498,1498
21.993,-8.312,8.312,0.000,0.000,0.000,1.634,1498,1498
22.003,-8.312,8.312,0.000,0.000,0.000,1.634,1498,1498
22.013,-8.312,8.312,0.000,0.000,0.000,1.634,1498,1498
22.023,-8.312,8.312,0.000,0.000,0.000,1.635,1498,1498
22.033,-8.312,8.312,0.000,0.000,0.000,1.635,1498,1498
22.043,-8.312,8.312,0.000,0.000,0.000,1.636,1498,1498
22.053,-8.312,8.312,0.000,0.000,0.000,1.636,1498,1498
22.063,-8.312,8.312,0.000,0.000,0.000,1.636,1498,1498
22.073,-8.312,8.312,0.000,0.000,0.000,1.637,1498,1498
22.083,-8.312,8.312,0.000,0.000,0.000,1.637,1498,1498
22.093,-8.312,8.312,0.000,0.000,0.000,1.638,1498,1498
22.103,-7.875,7.875,0.000,0.000,0.000,1.643,1498,1498
22.113,-7.875,7.875,0.000,0.000,0.000,1.635,1498,1498
22.123,-7.875,7.875,0.000,0.000,0.000,1.627,1498,1498
22.133,-7.875,7.875,0.000,0.000,0.000,1.619,1498,1498
22.143,-7.875,7.875,0.000,0.000,0.000,1.611,1498,1498
22.153,-7.875,7.875,0.000,0.000,0.000,1.607,1498,1498
22.163,-7.875,7.875,0.000,0.000,0.000,1.605,1498,1498
22.173,-7.875,7.875,0.000,0.000,0.000,1.604,1498,1498
22.183,-7.875,7.875,0.000,0.000,0.000,1.603,1498,1498
22.193,-7.875,7.875,0.000,0.000,0.000,1.602,1498,1498
22.203,-7.875,7.875,0.000,0.000,0.000,1.602,1498,1498
22.213,-7.875,7.875,0.000,0.000,0.000,1.602,1498,1498
22.223,-7.875,7.875,0.000,0.000,0.000,1.603,1498,1498
22.233,-7.875,7.875,0.000,0.000,0.000,1.603,1498,1498
22.243,-7.875,7.875,0.000,0.000,0.000,1.603,1498,1498
22.253,-7.875,7.875,0.000,0.000,0.000,1.603,1498,1498
22.263,-7.875,7.875,0.000,0.000,0.000,1.604,1498,1498
22.273,-7.875,7.875,0.000,0.000,0.000,1.604,1498,1498
22.283,-7.875,7.875,0.000,0.000,0.000,1.604,1498,1498
22.293,-7.875,7.875,0.000,0.000,0.000,1.605,1498,1498
22.303,-7.875,7.875,0.000,0.000,0.000,1.605,1498,1498
22.313,-7.875,7.875,0.000,0.000,0.000,1.606,1498,1498
22.323,-7.875,7.875,0.000,0.000,0.000,1.606,1498,1498
22.333,-7.875,7.875,0.000,0.000,0.000,1.606,1498,1498
22.343,-7.875,7.875,0.000,0.000,0.000,1.607,1498,1498
22.353,-7.690,7.690,0.000,0.000,0.000,1.609,1498,1498
22.363,-7.690,7.690,0.000,0.000,0.000,1.604,1498,1498
22.373,-7.690,7.690,0.000,0.000,0.000,1.600,1498,1498
22.383,-7.690,7.690,0.000,0.000,0.000,1.598,1498,1498
22.393,-7.690,7.690,0.000,0.000,0.000,1.596,1498,1498
22.403,-7.690,7.690,0.000,0.000,0.000,1.595,1498,1498
22.413,-7.690,7.690,0.000,0.000,0.000,1.594,1498,1498
22.423,-7.690,7.690,0.000,0.000,0.000,1.594,1498,1498
22.433,-7.690,7.690,0.000,0.000,0.000,1.594,1498,1498
22.443,-7.690,7.690,0.000,0.000,0.000,1.594,1498,1498
22.453,-7.690,7.690,0.000,0.000,0.000,1.594,1498,1498
22.463,-7.690,7.690,0.000,0.000,0.000,1.595,1498,1498
22.473,-7.690,7.690,0.000,0.000,0.000,1.595,1498,1498
22.483,-7.690,7.690,0.000,0.000,0.000,1.595,1498,1498
22.493,-7.690,7.690,0.000,0.000,0.000,1.596,1498,1498
22.503,-7.690,7.690,0.000,0.000,0.000,1.596,1498,1498
22.513,-7.690,7.690,0.000,0.000,0.000,1.596,1498,1498
22.523,-7.690,7.690,0.000,0.000,0.000,1.597,1498,1498
22.533,-7.690,7.690,0.000,0.000,0.000,1.597,1498,1498
22.543,-7.690,7.690,0.000,0.000,0.000,1.597,1498,1498
22.553,-7.690,7.690,0.000,0.000,0.000,1.598,1498,1498
22.563,-7.690,7.690,0.000,0.000,0.000,1.598,1498,1498
22.573,-7.690,7.690,0.000,0.000,0.000,1.599,1498,1498
22.583,-7.690,7.690,0.000,0.000,0.000,1.599,1498,1498
22.593,-7.690,7.690,0.000,0.000,0.000,1.599,1498,1498
22.603,-7.788,7.788,0.000,0.000,0.000,1.599,1498,1498
22.613,-7.788,7.788,0.000,0.000,0.000,1.602,1498,1498
22.623,-7.788,7.788,0.000,0.000,0.000,1.605,1498,1498
22.633,-7.788,7.788,0.000,0.000,0.000,1.607,1498,1498
22.643,-7.788,7.788,0.000,0.000,0.000,1.608,1498,1498
22.653,-7.788,7.788,0.000,0.000,0.000,1.609,1498,1498
22.663,-7.788,7.788,0.000,0.000,0.000,1.610,1498,1498
22.673,-7.788,7.788,0.000,0.000,0.000,1.611,1498,1498
22.683,-7.788,7.788,0.000,0.000,0.000,1.612,1498,1498
22.693,-7.788,7.788,0.000,0.000,0.000,1.612,1498,1498
22.703,-7.788,7.788,0.000,0.000,0.000,1.613,1498,1498
22.713,-7.788,7.788,0.000,0.000,0.000,1.613,1498,1498
22.723,-7.788,7.788,0.000,0.000,0.000,1.614,1498,1498
22.733,-7.788,7.788,0.000,0.000,0.000,1.614,1498,1498
22.743,-7.788,7.788,0.000,0.000,0.000,1.615,1498,1498
22.753,-7.788,7.788,0.000,0.000,0.000,1.615,1498,1498
22.763,-7.788,7.788,0.000,0.000,0.000,1.616,1498,1498
22.773,-7.788,7.788,0.000,0.000,0.000,1.616,1498,1498
22.783,-7.788,7.788,0.000,0.000,0.000,1.616,1498,1498
22.793,-7.788,7.788,0.000,0.000,0.000,1.617,1498,1498
22.803,-7.788,7.788,0.000,0.000,0.000,1.617,1498,1498
22.813,-7.788,7.788,0.000,0.000,0.000,1.618,1498,1498
22.823,-7.788,7.788,0.000,0.000,0.000,1.618,1498,1498
22.833,-7.788,7.788,0.000,0.000,0.000,1.618,1498,1498
22.843,-7.788,7.788,0.000,0.000,0.000,1.619,1498,1498
22.853,-8.124,8.124,0.000,0.000,0.000,1.616,1498,1498
22.863,-8.124,8.124,0.000,0.000,0.000,1.624,1498,1498
22.873,-8.124,8.124,0.000,0.000,0.000,1.631,1498,1498
22.883,-8.124,8.124,0.000,0.000,0.000,1.639,1498,1498
22.893,-8.124,8.124,0.000,0.000,0.000,1.644,1498,1498
22.903,-8.124,8.124,0.000,0.000,0.000,1.647,1498,1498
22.913,-8.124,8.124,0.000,0.000,0.000,1.649,1498,1498
22.923,-8.124,8.124,0.000,0.000,0.000,1.651,1498,1498
22.933,-8.124,8.124,0.000,0.000,0.000,1.652,1498,1498
22.943,-8.124,8.124,0.000,0.000,0.000,1.653,1498,1498
22.953,-8.124,8.124,0.000,0.000,0.000,1.654,1498,1498
22.963,-8.124,8.124,0.000,0.000,0.000,1.655,1498,1498
22.973,-8.124,8.124,0.000,0.000,0.000,1.656,1498,1498
22.983,-8.124,8.124,0.000,0.000,0.000,1.656,1498,1498
22.993,-8.124,8.124,0.000,0.000,0.000,1.657,1498,1498
23.003,-8.124,8.124,0.000,0.000,0.000,1.657,1498,1498
23.013,-8.124,8.124,0.000,0.000,0.000,1.658,1498,1498
23.023,-8.124,8.124,0.000,0.000,0.000,1.658,1498,1498
23.033,-8.124,8.124,0.000,0.000,0.000,1.659,1498,1498
23.043,-8.124,8.124,0.000,0.000,0.000,1.659,1498,1498
23.053,-8.124,8.124,0.000,0.000,0.000,1.659,1498,1498
23.063,-8.124,8.124,0.000,0.000,0.000,1.660,1498,1498
23.073,-8.124,8.124,0.000,0.000,0.000,1.660,1498,1498
23.083,-8.124,8.124,0.000,0.000,0.000,1.661,1498,1498
23.093,-8.124,8.124,0.000,0.000,0.000,1.661,1498,1498
23.103,-8.124,8.124,0.000,0.000,0.000,1.662,1498,1498
23.113,-8.466,8.466,0.000,0.000,0.000,1.658,1498,1498
23.124,-8.466,8.466,0.000,0.000,0.000,1.666,1498,1498
23.133,-8.466,8.466,0.000,0.000,0.000,1.674,1498,1498
23.143,-8.466,8.466,0.000,0.000,0.000,1.682,1498,1498
23.153,-8.466,8.466,0.000,0.000,0.000,1.687,1498,1498
23.163,-8.466,8.466,0.000,0.000,0.000,1.691,1498,1498
23.173,-8.466,8.466,0.000,0.000,0.000,1.693,1498,1498
23.183,-8.466,8.466,0.000,0.000,0.000,1.694,1498,1498
23.193,-8.466,8.466,0.000,0.000,0.000,1.696,1498,1498
23.203,-8.466,8.466,0.000,0.000,0.000,1.697,1498,1498
23.213,-8.466,8.466,0.000,0.000,0.000,1.698,1498,1498
23.223,-8.466,8.466,0.000,0.000,0.000,1.698,1498,1498
23.233,-8.466,8.466,0.000,0.000,0.000,1.699,1498,1498
23.243,-8.466,8.466,0.000,0.000,0.000,1.700,1498,1498
23.253,-8.466,8.466,0.000,0.000,0.000,1.700,1498,1498
23.263,-8.466,8.466,0.000,0.000,0.000,1.701,1498,1498
23.273,-8.466,8.466,0.000,0.000,0.000,1.701,1498,1498
23.283,-8.466,8.466,0.000,0.000,0.000,1.702,1498,1498
23.293,-8.466,8.466,0.000,0.000,0.000,1.702,1498,1498
23.303,-8.466,8.466,0.000,0.000,0.000,1.703,1498,1498
23.313,-8.466,8.466,0.000,0.000,0.000,1.703,1498,1498
23.323,-8.466,8.466,0.000,0.000,0.000,1.704,1498,1498
23.333,-8.466,8.466,0.000,0.000,0.000,1.704,1498,1498
23.343,-8.466,8.466,0.000,0.000,0.000,1.705,1498,1498
23.353,-8.466,8.466,0.000,0.000,0.000,1.705,1498,1498
23.363,-8.466,8.466,0.000,0.000,0.000,1.705,1498,1498
23.373,-8.466,8.466,0.000,0.000,0.000,1.706,1498,1498
23.383,-8.466,8.466,0.000,0.000,0.000,1.706,1498,1498
