时间戳,pitch角度,误差,目标角速率,实际角速率,积分项,输出值,电机3PWM,电机4PWM
16.403,0.709,-0.709,0.000,0.000,0.000,1.827,1498,1498
16.413,0.709,-0.709,0.000,0.000,0.000,1.820,1498,1498
16.423,0.709,-0.709,0.000,0.000,0.000,1.812,1498,1498
16.433,0.709,-0.709,0.000,0.000,0.000,1.804,1498,1498
16.443,0.709,-0.709,0.000,0.000,0.000,1.796,1498,1498
16.453,0.709,-0.709,0.000,0.000,0.000,1.788,1498,1498
16.463,0.709,-0.709,0.000,0.000,0.000,1.780,1498,1498
16.473,0.709,-0.709,0.000,0.000,0.000,1.773,1498,1498
16.483,0.709,-0.709,0.000,0.000,0.000,1.765,1498,1498
16.493,0.709,-0.709,0.000,0.000,0.000,1.757,1498,1498
16.503,0.709,-0.709,0.000,0.000,0.000,1.749,1498,1498
16.513,0.709,-0.709,0.000,0.000,0.000,1.741,1498,1498
16.523,0.709,-0.709,0.000,0.000,0.000,1.733,1498,1498
16.533,0.709,-0.709,0.000,0.000,0.000,1.725,1498,1498
16.543,0.709,-0.709,0.000,0.000,0.000,1.717,1498,1498
16.553,0.709,-0.709,0.000,0.000,0.000,1.710,1498,1498
16.563,0.709,-0.709,0.000,0.000,0.000,1.702,1498,1498
16.573,0.709,-0.709,0.000,0.000,0.000,1.694,1498,1498
16.583,0.709,-0.709,0.000,0.000,0.000,1.686,1498,1498
16.593,0.709,-0.709,0.000,0.000,0.000,1.678,1498,1498
16.603,4.466,-4.466,0.000,0.000,0.000,1.670,1498,1498
16.613,4.466,-4.466,0.000,0.000,0.000,1.663,1498,1498
16.623,4.466,-4.466,0.000,0.000,0.000,1.655,1498,1498
16.633,4.466,-4.466,0.000,0.000,0.000,1.647,1498,1498
16.643,4.466,-4.466,0.000,0.000,0.000,1.639,1498,1498
16.653,4.466,-4.466,0.000,0.000,0.000,1.631,1498,1498
16.663,4.466,-4.466,0.000,0.000,0.000,1.623,1498,1498
16.673,4.466,-4.466,0.000,0.000,0.000,1.615,1498,1498
16.683,4.466,-4.466,0.000,0.000,0.000,1.608,1498,1498
16.693,4.466,-4.466,0.000,0.000,0.000,1.600,1498,1498
16.703,4.466,-4.466,0.000,0.000,0.000,1.592,1498,1498
16.713,4.466,-4.466,0.000,0.000,0.000,1.584,1498,1498
16.723,4.466,-4.466,0.000,0.000,0.000,1.576,1498,1498
16.733,4.466,-4.466,0.000,0.000,0.000,1.568,1498,1498
16.743,4.466,-4.466,0.000,0.000,0.000,1.560,1498,1498
16.753,4.466,-4.466,0.000,0.000,0.000,1.553,1498,1498
16.763,4.466,-4.466,0.000,0.000,0.000,1.545,1498,1498
16.773,4.466,-4.466,0.000,0.000,0.000,1.537,1498,1498
16.783,4.466,-4.466,0.000,0.000,0.000,1.529,1498,1498
16.793,4.466,-4.466,0.000,0.000,0.000,1.521,1498,1498
16.803,4.466,-4.466,0.000,0.000,0.000,1.513,1498,1498
16.813,4.466,-4.466,0.000,0.000,0.000,1.505,1498,1498
16.823,4.466,-4.466,0.000,0.000,0.000,1.498,1498,1498
16.833,4.466,-4.466,0.000,0.000,0.000,1.490,1498,1498
16.843,4.466,-4.466,0.000,0.000,0.000,1.482,1498,1498
16.853,4.852,-4.852,0.000,0.000,0.000,1.474,1498,1498
16.863,4.852,-4.852,0.000,0.000,0.000,1.466,1498,1498
16.873,4.852,-4.852,0.000,0.000,0.000,1.458,1498,1498
16.883,4.852,-4.852,0.000,0.000,0.000,1.450,1498,1498
16.893,4.852,-4.852,0.000,0.000,0.000,1.443,1498,1498
16.903,4.852,-4.852,0.000,0.000,0.000,1.435,1498,1498
16.913,4.852,-4.852,0.000,0.000,0.000,1.427,1498,1498
16.923,4.852,-4.852,0.000,0.000,0.000,1.419,1498,1498
16.933,4.852,-4.852,0.000,0.000,0.000,1.411,1498,1498
16.943,4.852,-4.852,0.000,0.000,0.000,1.403,1498,1498
16.953,4.852,-4.852,0.000,0.000,0.000,1.395,1498,1498
16.963,4.852,-4.852,0.000,0.000,0.000,1.388,1498,1498
16.973,4.852,-4.852,0.000,0.000,0.000,1.380,1498,1498
16.983,4.852,-4.852,0.000,0.000,0.000,1.372,1498,1498
16.993,4.852,-4.852,0.000,0.000,0.000,1.364,1498,1498
17.003,4.852,-4.852,0.000,0.000,0.000,1.356,1498,1498
17.013,4.852,-4.852,0.000,0.000,0.000,1.348,1498,1498
17.023,4.852,-4.852,0.000,0.000,0.000,1.341,1498,1498
17.033,4.852,-4.852,0.000,0.000,0.000,1.333,1498,1498
17.043,4.852,-4.852,0.000,0.000,0.000,1.325,1498,1498
17.053,4.852,-4.852,0.000,0.000,0.000,1.317,1498,1498
17.063,4.852,-4.852,0.000,0.000,0.000,1.309,1498,1498
17.073,4.852,-4.852,0.000,0.000,0.000,1.301,1498,1498
17.083,4.852,-4.852,0.000,0.000,0.000,1.293,1498,1498
17.093,4.852,-4.852,0.000,0.000,0.000,1.286,1498,1498
17.103,4.852,-4.852,0.000,0.000,0.000,1.278,1498,1498
17.113,-2.075,2.075,0.000,0.000,0.000,1.270,1498,1498
17.123,-2.075,2.075,0.000,0.000,0.000,1.262,1498,1498
17.135,-2.075,2.075,0.000,0.000,0.000,1.253,1498,1498
17.143,-2.075,2.075,0.000,0.000,0.000,1.246,1498,1498
17.153,-2.075,2.075,0.000,0.000,0.000,1.238,1498,1498
17.163,-2.075,2.075,0.000,0.000,0.000,1.231,1498,1498
17.173,-2.075,2.075,0.000,0.000,0.000,1.223,1498,1498
17.183,-2.075,2.075,0.000,0.000,0.000,1.215,1498,1498
17.193,-2.075,2.075,0.000,0.000,0.000,1.207,1498,1498
17.203,-2.075,2.075,0.000,0.000,0.000,1.199,1498,1498
17.213,-2.075,2.075,0.000,0.000,0.000,1.191,1498,1498
17.223,-2.075,2.075,0.000,0.000,0.000,1.183,1498,1498
17.233,-2.075,2.075,0.000,0.000,0.000,1.176,1498,1498
17.243,-2.075,2.075,0.000,0.000,0.000,1.168,1498,1498
17.253,-2.075,2.075,0.000,0.000,0.000,1.160,1498,1498
17.263,-2.075,2.075,0.000,0.000,0.000,1.152,1498,1498
17.273,-2.075,2.075,0.000,0.000,0.000,1.144,1498,1498
17.283,-2.075,2.075,0.000,0.000,0.000,1.136,1498,1498
17.293,-2.075,2.075,0.000,0.000,0.000,1.128,1498,1498
17.303,-2.075,2.075,0.000,0.000,0.000,1.121,1498,1498
17.313,-2.075,2.075,0.000,0.000,0.000,1.113,1498,1498
17.323,-2.075,2.075,0.000,0.000,0.000,1.105,1498,1498
17.333,-2.075,2.075,0.000,0.000,0.000,1.097,1498,1498
17.343,-2.075,2.075,0.000,0.000,0.000,1.089,1498,1498
17.353,-10.248,10.248,0.000,0.000,0.000,1.081,1498,1498
17.363,-10.248,10.248,0.000,0.000,0.000,1.073,1498,1498
17.373,-10.248,10.248,0.000,0.000,0.000,1.081,1498,1498
17.383,-10.248,10.248,0.000,0.000,0.000,1.089,1498,1498
17.393,-10.248,10.248,0.000,0.000,0.000,1.097,1498,1498
17.403,-10.248,10.248,0.000,0.000,0.000,1.105,1498,1498
17.413,-10.248,10.248,0.000,0.000,0.000,1.113,1498,1498
17.423,-10.248,10.248,0.000,0.000,0.000,1.121,1498,1498
17.433,-10.248,10.248,0.000,0.000,0.000,1.128,1498,1498
17.443,-10.248,10.248,0.000,0.000,0.000,1.136,1498,1498
17.453,-10.248,10.248,0.000,0.000,0.000,1.144,1498,1498
17.463,-10.248,10.248,0.000,0.000,0.000,1.152,1498,1498
17.473,-10.248,10.248,0.000,0.000,0.000,1.160,1498,1498
17.483,-10.248,10.248,0.000,0.000,0.000,1.168,1498,1498
17.493,-10.248,10.248,0.000,0.000,0.000,1.176,1498,1498
17.503,-10.248,10.248,0.000,0.000,0.000,1.183,1498,1498
17.513,-10.248,10.248,0.000,0.000,0.000,1.191,1498,1498
17.523,-10.248,10.248,0.000,0.000,0.000,1.199,1498,1498
17.533,-10.248,10.248,0.000,0.000,0.000,1.207,1498,1498
17.543,-10.248,10.248,0.000,0.000,0.000,1.215,1498,1498
17.553,-10.248,10.248,0.000,0.000,0.000,1.223,1498,1498
17.563,-10.248,10.248,0.000,0.000,0.000,1.231,1498,1498
17.573,-10.248,10.248,0.000,0.000,0.000,1.238,1498,1498
17.583,-10.248,10.248,0.000,0.000,0.000,1.246,1498,1498
17.593,-10.248,10.248,0.000,0.000,0.000,1.254,1498,1498
17.603,-14.733,14.733,0.000,0.000,0.000,1.262,1498,1498
17.613,-14.733,14.733,0.000,0.000,0.000,1.270,1498,1498
17.623,-14.733,14.733,0.000,0.000,0.000,1.278,1498,1498
17.633,-14.733,14.733,0.000,0.000,0.000,1.286,1498,1498
17.643,-14.733,14.733,0.000,0.000,0.000,1.293,1498,1498
17.653,-14.733,14.733,0.000,0.000,0.000,1.301,1498,1498
17.663,-14.733,14.733,0.000,0.000,0.000,1.309,1498,1498
17.673,-14.733,14.733,0.000,0.000,0.000,1.317,1498,1498
17.683,-14.733,14.733,0.000,0.000,0.000,1.325,1498,1498
17.693,-14.733,14.733,0.000,0.000,0.000,1.333,1498,1498
17.703,-14.733,14.733,0.000,0.000,0.000,1.340,1498,1498
17.713,-14.733,14.733,0.000,0.000,0.000,1.348,1498,1498
17.723,-14.733,14.733,0.000,0.000,0.000,1.356,1498,1498
17.733,-14.733,14.733,0.000,0.000,0.000,1.364,1498,1498
17.743,-14.733,14.733,0.000,0.000,0.000,1.372,1498,1498
17.753,-14.733,14.733,0.000,0.000,0.000,1.380,1498,1498
17.763,-14.733,14.733,0.000,0.000,0.000,1.388,1498,1498
17.773,-14.733,14.733,0.000,0.000,0.000,1.395,1498,1498
17.783,-14.733,14.733,0.000,0.000,0.000,1.403,1498,1498
17.793,-14.733,14.733,0.000,0.000,0.000,1.411,1498,1498
17.803,-14.733,14.733,0.000,0.000,0.000,1.419,1498,1498
17.813,-14.733,14.733,0.000,0.000,0.000,1.427,1498,1498
17.823,-14.733,14.733,0.000,0.000,0.000,1.435,1498,1498
17.833,-14.733,14.733,0.000,0.000,0.000,1.443,1498,1498
17.843,-14.733,14.733,0.000,0.000,0.000,1.450,1498,1498
17.853,-13.881,13.881,0.000,0.000,0.000,1.458,1498,1498
17.863,-13.881,13.881,0.000,0.000,0.000,1.466,1498,1498
17.873,-13.881,13.881,0.000,0.000,0.000,1.474,1498,1498
17.883,-13.881,13.881,0.000,0.000,0.000,1.482,1498,1498
17.893,-13.881,13.881,0.000,0.000,0.000,1.490,1498,1498
17.903,-13.881,13.881,0.000,0.000,0.000,1.498,1498,1498
17.913,-13.881,13.881,0.000,0.000,0.000,1.505,1498,1498
17.923,-13.881,13.881,0.000,0.000,0.000,1.513,1498,1498
17.933,-13.881,13.881,0.000,0.000,0.000,1.521,1498,1498
17.943,-13.881,13.881,0.000,0.000,0.000,1.529,1498,1498
17.953,-13.881,13.881,0.000,0.000,0.000,1.537,1498,1498
17.963,-13.881,13.881,0.000,0.000,0.000,1.545,1498,1498
17.973,-13.881,13.881,0.000,0.000,0.000,1.553,1498,1498
17.983,-13.881,13.881,0.000,0.000,0.000,1.560,1498,1498
17.993,-13.881,13.881,0.000,0.000,0.000,1.568,1498,1498
18.003,-13.881,13.881,0.000,0.000,0.000,1.576,1498,1498
18.013,-13.881,13.881,0.000,0.000,0.000,1.584,1498,1498
18.023,-13.881,13.881,0.000,0.000,0.000,1.592,1498,1498
18.033,-13.881,13.881,0.000,0.000,0.000,1.600,1498,1498
18.043,-13.881,13.881,0.000,0.000,0.000,1.608,1498,1498
18.053,-13.881,13.881,0.000,0.000,0.000,1.615,1498,1498
18.063,-13.881,13.881,0.000,0.000,0.000,1.623,1498,1498
18.073,-13.881,13.881,0.000,0.000,0.000,1.631,1498,1498
18.083,-13.881,13.881,0.000,0.000,0.000,1.639,1498,1498
18.093,-13.881,13.881,0.000,0.000,0.000,1.647,1498,1498
18.103,-13.881,13.881,0.000,0.000,0.000,1.655,1498,1498
18.113,-9.226,9.226,0.000,0.000,0.000,1.663,1498,1498
18.123,-9.226,9.226,0.000,0.000,0.000,1.670,1498,1498
18.133,-9.226,9.226,0.000,0.000,0.000,1.678,1498,1498
18.143,-9.226,9.226,0.000,0.000,0.000,1.686,1498,1498
18.153,-9.226,9.226,0.000,0.000,0.000,1.689,1498,1498
18.163,-9.226,9.226,0.000,0.000,0.000,1.681,1498,1498
18.173,-9.226,9.226,0.000,0.000,0.000,1.673,1498,1498
18.183,-9.226,9.226,0.000,0.000,0.000,1.665,1498,1498
18.193,-9.226,9.226,0.000,0.000,0.000,1.658,1498,1498
18.203,-9.226,9.226,0.000,0.000,0.000,1.650,1498,1498
18.213,-9.226,9.226,0.000,0.000,0.000,1.642,1498,1498
18.223,-9.226,9.226,0.000,0.000,0.000,1.634,1498,1498
18.233,-9.226,9.226,0.000,0.000,0.000,1.626,1498,1498
18.243,-9.226,9.226,0.000,0.000,0.000,1.618,1498,1498
18.253,-9.226,9.226,0.000,0.000,0.000,1.610,1498,1498
18.263,-9.226,9.226,0.000,0.000,0.000,1.603,1498,1498
18.273,-9.226,9.226,0.000,0.000,0.000,1.595,1498,1498
18.283,-9.226,9.226,0.000,0.000,0.000,1.587,1498,1498
18.293,-9.226,9.226,0.000,0.000,0.000,1.580,1498,1498
18.303,-9.226,9.226,0.000,0.000,0.000,1.580,1498,1498
18.313,-9.226,9.226,0.000,0.000,0.000,1.580,1498,1498
18.323,-9.226,9.226,0.000,0.000,0.000,1.580,1498,1498
18.333,-9.226,9.226,0.000,0.000,0.000,1.581,1498,1498
18.343,-9.226,9.226,0.000,0.000,0.000,1.581,1498,1498
18.353,-4.475,4.475,0.000,0.000,0.000,1.589,1498,1498
18.363,-4.475,4.475,0.000,0.000,0.000,1.581,1498,1498
18.373,-4.475,4.475,0.000,0.000,0.000,1.573,1498,1498
18.383,-4.475,4.475,0.000,0.000,0.000,1.566,1498,1498
18.393,-4.475,4.475,0.000,0.000,0.000,1.558,1498,1498
18.403,-4.475,4.475,0.000,0.000,0.000,1.550,1498,1498
18.413,-4.475,4.475,0.000,0.000,0.000,1.542,1498,1498
18.423,-4.475,4.475,0.000,0.000,0.000,1.534,1498,1498
18.433,-4.475,4.475,0.000,0.000,0.000,1.526,1498,1498
18.443,-4.475,4.475,0.000,0.000,0.000,1.518,1498,1498
18.453,-4.475,4.475,0.000,0.000,0.000,1.511,1498,1498
18.463,-4.475,4.475,0.000,0.000,0.000,1.503,1498,1498
18.473,-4.475,4.475,0.000,0.000,0.000,1.495,1498,1498
18.483,-4.475,4.475,0.000,0.000,0.000,1.487,1498,1498
18.493,-4.475,4.475,0.000,0.000,0.000,1.479,1498,1498
18.503,-4.475,4.475,0.000,0.000,0.000,1.471,1498,1498
18.513,-4.475,4.475,0.000,0.000,0.000,1.463,1498,1498
18.523,-4.475,4.475,0.000,0.000,0.000,1.456,1498,1498
18.533,-4.475,4.475,0.000,0.000,0.000,1.448,1498,1498
18.543,-4.475,4.475,0.000,0.000,0.000,1.440,1498,1498
18.553,-4.475,4.475,0.000,0.000,0.000,1.432,1498,1498
18.563,-4.475,4.475,0.000,0.000,0.000,1.424,1498,1498
18.573,-4.475,4.475,0.000,0.000,0.000,1.416,1498,1498
18.583,-4.475,4.475,0.000,0.000,0.000,1.409,1498,1498
18.593,-4.475,4.475,0.000,0.000,0.000,1.401,1498,1498
18.603,-2.400,2.400,0.000,0.000,0.000,1.393,1498,1498
18.613,-2.400,2.400,0.000,0.000,0.000,1.385,1498,1498
18.623,-2.400,2.400,0.000,0.000,0.000,1.377,1498,1498
18.633,-2.400,2.400,0.000,0.000,0.000,1.369,1498,1498
18.643,-2.400,2.400,0.000,0.000,0.000,1.361,1498,1498
18.653,-2.400,2.400,0.000,0.000,0.000,1.354,1498,1498
18.663,-2.400,2.400,0.000,0.000,0.000,1.346,1498,1498
18.673,-2.400,2.400,0.000,0.000,0.000,1.338,1498,1498
18.683,-2.400,2.400,0.000,0.000,0.000,1.330,1498,1498
18.693,-2.400,2.400,0.000,0.000,0.000,1.322,1498,1498
18.703,-2.400,2.400,0.000,0.000,0.000,1.314,1498,1498
18.713,-2.400,2.400,0.000,0.000,0.000,1.306,1498,1498
18.723,-2.400,2.400,0.000,0.000,0.000,1.299,1498,1498
18.733,-2.400,2.400,0.000,0.000,0.000,1.291,1498,1498
18.743,-2.400,2.400,0.000,0.000,0.000,1.283,1498,1498
18.753,-2.400,2.400,0.000,0.000,0.000,1.275,1498,1498
18.763,-2.400,2.400,0.000,0.000,0.000,1.267,1498,1498
18.773,-2.400,2.400,0.000,0.000,0.000,1.259,1498,1498
18.783,-2.400,2.400,0.000,0.000,0.000,1.251,1498,1498
18.793,-2.400,2.400,0.000,0.000,0.000,1.244,1498,1498
18.803,-2.400,2.400,0.000,0.000,0.000,1.236,1498,1498
18.813,-2.400,2.400,0.000,0.000,0.000,1.228,1498,1498
18.823,-2.400,2.400,0.000,0.000,0.000,1.220,1498,1498
18.833,-2.400,2.400,0.000,0.000,0.000,1.212,1498,1498
18.843,-2.400,2.400,0.000,0.000,0.000,1.204,1498,1498
18.853,-3.682,3.682,0.000,0.000,0.000,1.196,1498,1498
18.863,-3.682,3.682,0.000,0.000,0.000,1.189,1498,1498
18.873,-3.682,3.682,0.000,0.000,0.000,1.181,1498,1498
18.883,-3.682,3.682,0.000,0.000,0.000,1.173,1498,1498
18.893,-3.682,3.682,0.000,0.000,0.000,1.165,1498,1498
18.903,-3.682,3.682,0.000,0.000,0.000,1.157,1498,1498
18.913,-3.682,3.682,0.000,0.000,0.000,1.149,1498,1498
18.923,-3.682,3.682,0.000,0.000,0.000,1.141,1498,1498
18.933,-3.682,3.682,0.000,0.000,0.000,1.134,1498,1498
18.943,-3.682,3.682,0.000,0.000,0.000,1.126,1498,1498
18.953,-3.682,3.682,0.000,0.000,0.000,1.118,1498,1498
18.963,-3.682,3.682,0.000,0.000,0.000,1.110,1498,1498
18.973,-3.682,3.682,0.000,0.000,0.000,1.102,1498,1498
18.983,-3.682,3.682,0.000,0.000,0.000,1.094,1498,1498
18.993,-3.682,3.682,0.000,0.000,0.000,1.087,1498,1498
19.003,-3.682,3.682,0.000,0.000,0.000,1.079,1498,1498
19.013,-3.682,3.682,0.000,0.000,0.000,1.071,1498,1498
19.023,-3.682,3.682,0.000,0.000,0.000,1.071,1498,1498
19.033,-3.682,3.682,0.000,0.000,0.000,1.071,1498,1498
19.043,-3.682,3.682,0.000,0.000,0.000,1.071,1498,1498
19.053,-3.682,3.682,0.000,0.000,0.000,1.072,1498,1498
19.063,-3.682,3.682,0.000,0.000,0.000,1.072,1498,1498
19.073,-3.682,3.682,0.000,0.000,0.000,1.072,1498,1498
19.083,-3.682,3.682,0.000,0.000,0.000,1.072,1498,1498
19.093,-3.682,3.682,0.000,0.000,0.000,1.072,1498,1498
19.103,-3.682,3.682,0.000,0.000,0.000,1.073,1498,1498
19.113,-6.960,6.960,0.000,0.000,0.000,1.065,1498,1498
19.123,-6.960,6.960,0.000,0.000,0.000,1.073,1498,1498
19.133,-6.960,6.960,0.000,0.000,0.000,1.081,1498,1498
19.143,-6.960,6.960,0.000,0.000,0.000,1.088,1498,1498
19.153,-6.960,6.960,0.000,0.000,0.000,1.096,1498,1498
19.163,-6.960,6.960,0.000,0.000,0.000,1.104,1498,1498
19.173,-6.960,6.960,0.000,0.000,0.000,1.112,1498,1498
19.183,-6.960,6.960,0.000,0.000,0.000,1.120,1498,1498
19.193,-6.960,6.960,0.000,0.000,0.000,1.128,1498,1498
19.203,-6.960,6.960,0.000,0.000,0.000,1.136,1498,1498
19.213,-6.960,6.960,0.000,0.000,0.000,1.143,1498,1498
19.223,-6.960,6.960,0.000,0.000,0.000,1.151,1498,1498
19.233,-6.960,6.960,0.000,0.000,0.000,1.159,1498,1498
19.243,-6.960,6.960,0.000,0.000,0.000,1.167,1498,1498
19.253,-6.960,6.960,0.000,0.000,0.000,1.175,1498,1498
19.263,-6.960,6.960,0.000,0.000,0.000,1.183,1498,1498
19.273,-6.960,6.960,0.000,0.000,0.000,1.190,1498,1498
19.283,-6.960,6.960,0.000,0.000,0.000,1.198,1498,1498
19.293,-6.960,6.960,0.000,0.000,0.000,1.206,1498,1498
19.303,-6.960,6.960,0.000,0.000,0.000,1.214,1498,1498
19.313,-6.960,6.960,0.000,0.000,0.000,1.222,1498,1498
19.323,-6.960,6.960,0.000,0.000,0.000,1.230,1498,1498
19.333,-6.960,6.960,0.000,0.000,0.000,1.238,1498,1498
19.343,-6.960,6.960,0.000,0.000,0.000,1.245,1498,1498
19.353,-9.731,9.731,0.000,0.000,0.000,1.253,1498,1498
19.363,-9.731,9.731,0.000,0.000,0.000,1.261,1498,1498
19.373,-9.731,9.731,0.000,0.000,0.000,1.269,1498,1498
19.383,-9.731,9.731,0.000,0.000,0.000,1.277,1498,1498
19.393,-9.731,9.731,0.000,0.000,0.000,1.285,1498,1498
19.403,-9.731,9.731,0.000,0.000,0.000,1.293,1498,1498
19.413,-9.731,9.731,0.000,0.000,0.000,1.300,1498,1498
19.423,-9.731,9.731,0.000,0.000,0.000,1.308,1498,1498
19.433,-9.731,9.731,0.000,0.000,0.000,1.316,1498,1498
19.443,-9.731,9.731,0.000,0.000,0.000,1.324,1498,1498
19.453,-9.731,9.731,0.000,0.000,0.000,1.332,1498,1498
19.463,-9.731,9.731,0.000,0.000,0.000,1.340,1498,1498
19.473,-9.731,9.731,0.000,0.000,0.000,1.348,1498,1498
19.483,-9.731,9.731,0.000,0.000,0.000,1.355,1498,1498
19.493,-9.731,9.731,0.000,0.000,0.000,1.363,1498,1498
19.503,-9.731,9.731,0.000,0.000,0.000,1.371,1498,1498
19.513,-9.731,9.731,0.000,0.000,0.000,1.379,1498,1498
19.523,-9.731,9.731,0.000,0.000,0.000,1.387,1498,1498
19.533,-9.731,9.731,0.000,0.000,0.000,1.395,1498,1498
19.543,-9.731,9.731,0.000,0.000,0.000,1.403,1498,1498
19.553,-9.731,9.731,0.000,0.000,0.000,1.410,1498,1498
19.563,-9.731,9.731,0.000,0.000,0.000,1.418,1498,1498
19.573,-9.731,9.731,0.000,0.000,0.000,1.426,1498,1498
19.583,-9.731,9.731,0.000,0.000,0.000,1.434,1498,1498
19.593,-9.731,9.731,0.000,0.000,0.000,1.442,1498,1498
19.603,-10.692,10.692,0.000,0.000,0.000,1.450,1498,1498
19.613,-10.692,10.692,0.000,0.000,0.000,1.458,1498,1498
19.623,-10.692,10.692,0.000,0.000,0.000,1.465,1498,1498
19.633,-10.692,10.692,0.000,0.000,0.000,1.473,1498,1498
19.643,-10.692,10.692,0.000,0.000,0.000,1.481,1498,1498
19.653,-10.692,10.692,0.000,0.000,0.000,1.489,1498,1498
19.663,-10.692,10.692,0.000,0.000,0.000,1.497,1498,1498
19.673,-10.692,10.692,0.000,0.000,0.000,1.505,1498,1498
19.683,-10.692,10.692,0.000,0.000,0.000,1.513,1498,1498
19.693,-10.692,10.692,0.000,0.000,0.000,1.520,1498,1498
19.703,-10.692,10.692,0.000,0.000,0.000,1.528,1498,1498
19.713,-10.692,10.692,0.000,0.000,0.000,1.536,1498,1498
19.723,-10.692,10.692,0.000,0.000,0.000,1.544,1498,1498
19.733,-10.692,10.692,0.000,0.000,0.000,1.552,1498,1498
19.743,-10.692,10.692,0.000,0.000,0.000,1.560,1498,1498
19.753,-10.692,10.692,0.000,0.000,0.000,1.567,1498,1498
19.763,-10.692,10.692,0.000,0.000,0.000,1.575,1498,1498
19.773,-10.692,10.692,0.000,0.000,0.000,1.583,1498,1498
19.783,-10.692,10.692,0.000,0.000,0.000,1.591,1498,1498
19.793,-10.692,10.692,0.000,0.000,0.000,1.599,1498,1498
19.803,-10.692,10.692,0.000,0.000,0.000,1.607,1498,1498
19.813,-10.692,10.692,0.000,0.000,0.000,1.615,1498,1498
19.823,-10.692,10.692,0.000,0.000,0.000,1.622,1498,1498
19.833,-10.692,10.692,0.000,0.000,0.000,1.630,1498,1498
19.843,-10.692,10.692,0.000,0.000,0.000,1.638,1498,1498
19.853,-9.779,9.779,0.000,0.000,0.000,1.646,1498,1498
19.863,-9.779,9.779,0.000,0.000,0.000,1.654,1498,1498
19.873,-9.779,9.779,0.000,0.000,0.000,1.662,1498,1498
19.883,-9.779,9.779,0.000,0.000,0.000,1.670,1498,1498
19.893,-9.779,9.779,0.000,0.000,0.000,1.677,1498,1498
19.903,-9.779,9.779,0.000,0.000,0.000,1.685,1498,1498
19.913,-9.779,9.779,0.000,0.000,0.000,1.693,1498,1498
19.923,-9.779,9.779,0.000,0.000,0.000,1.695,1498,1498
19.933,-9.779,9.779,0.000,0.000,0.000,1.693,1498,1498
19.943,-9.779,9.779,0.000,0.000,0.000,1.692,1498,1498
19.953,-9.779,9.779,0.000,0.000,0.000,1.691,1498,1498
19.963,-9.779,9.779,0.000,0.000,0.000,1.691,1498,1498
19.973,-9.779,9.779,0.000,0.000,0.000,1.691,1498,1498
19.983,-9.779,9.779,0.000,0.000,0.000,1.691,1498,1498
19.993,-9.779,9.779,0.000,0.000,0.000,1.691,1498,1498
20.003,-9.779,9.779,0.000,0.000,0.000,1.691,1498,1498
20.013,-9.779,9.779,0.000,0.000,0.000,1.692,1498,1498
20.023,-9.779,9.779,0.000,0.000,0.000,1.692,1498,1498
20.033,-9.779,9.779,0.000,0.000,0.000,1.693,1498,1498
20.043,-9.779,9.779,0.000,0.000,0.000,1.693,1498,1498
20.053,-9.779,9.779,0.000,0.000,0.000,1.694,1498,1498
20.063,-9.779,9.779,0.000,0.000,0.000,1.694,1498,1498
20.073,-9.779,9.779,0.000,0.000,0.000,1.695,1498,1498
20.083,-9.779,9.779,0.000,0.000,0.000,1.695,1498,1498
20.093,-9.779,9.779,0.000,0.000,0.000,1.696,1498,1498
20.103,-9.779,9.779,0.000,0.000,0.000,1.696,1498,1498
20.113,-7.920,7.920,0.000,0.000,0.000,1.704,1498,1498
20.123,-7.920,7.920,0.000,0.000,0.000,1.696,1498,1498
20.133,-7.920,7.920,0.000,0.000,0.000,1.688,1498,1498
20.143,-7.920,7.920,0.000,0.000,0.000,1.680,1498,1498
20.153,-7.920,7.920,0.000,0.000,0.000,1.673,1498,1498
20.163,-7.920,7.920,0.000,0.000,0.000,1.665,1498,1498
20.173,-7.920,7.920,0.000,0.000,0.000,1.657,1498,1498
20.183,-7.920,7.920,0.000,0.000,0.000,1.649,1498,1498
20.193,-7.920,7.920,0.000,0.000,0.000,1.641,1498,1498
20.203,-7.920,7.920,0.000,0.000,0.000,1.633,1498,1498
20.213,-7.920,7.920,0.000,0.000,0.000,1.625,1498,1498
20.223,-7.920,7.920,0.000,0.000,0.000,1.618,1498,1498
20.233,-7.920,7.920,0.000,0.000,0.000,1.610,1498,1498
20.243,-7.920,7.920,0.000,0.000,0.000,1.602,1498,1498
20.253,-7.920,7.920,0.000,0.000,0.000,1.594,1498,1498
20.263,-7.920,7.920,0.000,0.000,0.000,1.586,1498,1498
20.273,-7.920,7.920,0.000,0.000,0.000,1.578,1498,1498
20.283,-7.920,7.920,0.000,0.000,0.000,1.570,1498,1498
20.293,-7.920,7.920,0.000,0.000,0.000,1.563,1498,1498
20.303,-7.920,7.920,0.000,0.000,0.000,1.555,1498,1498
20.313,-7.920,7.920,0.000,0.000,0.000,1.547,1498,1498
20.323,-7.920,7.920,0.000,0.000,0.000,1.539,1498,1498
20.333,-7.920,7.920,0.000,0.000,0.000,1.531,1498,1498
20.343,-7.920,7.920,0.000,0.000,0.000,1.531,1498,1498
20.353,-6.575,6.575,0.000,0.000,0.000,1.539,1498,1498
20.363,-6.575,6.575,0.000,0.000,0.000,1.531,1498,1498
20.373,-6.575,6.575,0.000,0.000,0.000,1.523,1498,1498
