timestamp,pitch_deg,error_deg,p_term,i_term,d_term,pid_output,motor3_pwm,motor4_pwm
1.132,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.132,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.143,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.153,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.162,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.172,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.182,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.192,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.202,-1.979,1.979,0.000,0.000,0.000,0.000,1500,1500
1.212,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.222,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.232,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.242,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.253,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.262,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.272,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.282,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.292,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.302,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.312,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.322,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.332,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.342,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.352,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.362,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.372,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.382,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.392,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.402,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.412,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.422,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.432,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.442,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.453,-1.982,1.982,0.000,0.000,0.000,0.000,1500,1500
1.462,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.473,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.482,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.492,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.502,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.512,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.522,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.532,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.542,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.552,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.562,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.572,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.582,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.593,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.602,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.613,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.622,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.633,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.642,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.653,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.663,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.673,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.682,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.692,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.702,-1.995,1.995,0.000,0.000,0.000,0.000,1500,1500
1.712,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.722,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.733,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.742,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.753,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.762,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.773,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.782,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.792,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.802,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.812,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.822,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.832,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.842,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.852,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.862,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.872,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.882,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.893,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.902,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.913,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.922,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.933,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.942,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.952,-2.010,2.010,0.000,0.000,0.000,0.000,1500,1500
1.962,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
1.972,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
1.982,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
1.993,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.002,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.012,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.022,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.032,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.042,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.052,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.062,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.072,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.082,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.092,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.102,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.112,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.122,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.132,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.142,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.152,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.162,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.172,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.182,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.192,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.202,-2.018,2.018,0.000,0.000,0.000,0.000,1500,1500
2.212,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.222,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.232,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.242,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.253,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.262,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.273,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.283,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.293,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.302,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.312,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.322,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.332,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.342,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.352,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.362,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.372,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.382,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.392,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.402,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.412,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.422,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.432,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.442,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.452,-2.024,2.024,0.000,0.000,0.000,0.000,1500,1500
2.462,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.472,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.482,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.492,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.502,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.512,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.522,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.532,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.542,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.552,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.562,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.572,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.582,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.592,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.602,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.613,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.622,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.632,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.642,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.652,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.662,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.672,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.682,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.692,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.702,-2.023,2.023,0.000,0.000,0.000,0.000,1500,1500
2.712,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.722,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.733,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.742,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.753,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.762,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.772,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.782,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
2.792,-2.022,2.022,0.000,0.000,0.000,0.000,1500,1500
