timestamp,altitude,altitude_error,velocity_z,accel_z,pos_p,pos_i,pos_d,vel_p,vel_i,vel_d,acc_p,acc_i,acc_d,pos_out,vel_out,acc_out,motor3_pwm,motor4_pwm
1.024,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.024,0.208,0.292,0.000,1.969,0.876,0.000,0.000,7.008,0.000,0.000,2.519,0.000,0.000,0.876,7.008,2.520,1497,1497
1.034,0.208,0.292,0.000,3.545,0.876,0.000,0.000,7.008,0.000,0.000,1.732,0.004,-0.000,0.876,7.008,1.735,1494,1494
1.044,0.208,0.292,0.000,4.805,0.876,0.000,0.000,7.008,0.000,0.000,1.102,0.006,-0.000,0.876,7.008,1.107,1491,1491
1.054,0.208,0.292,0.000,5.813,0.876,0.000,0.000,7.008,0.000,0.000,0.597,0.007,-0.000,0.876,7.008,0.605,1488,1488
1.064,0.208,0.292,0.000,6.620,0.876,0.000,0.000,7.008,0.000,0.000,0.194,0.007,-0.000,0.876,7.008,0.202,1490,1490
1.074,0.208,0.292,0.000,7.265,0.876,0.000,0.000,7.008,0.000,0.000,-0.128,0.007,-0.000,0.876,7.008,-0.121,1492,1492
1.084,0.208,0.292,0.000,7.781,0.876,0.000,0.000,7.008,0.000,0.000,-0.387,0.006,-0.000,0.876,7.008,-0.380,1494,1494
1.094,0.208,0.292,0.000,8.194,0.876,0.000,0.000,7.008,0.000,0.000,-0.593,0.005,-0.000,0.876,7.008,-0.588,1496,1496
1.104,0.208,0.292,0.000,8.524,0.876,0.000,0.000,7.008,0.000,0.000,-0.758,0.004,-0.000,0.876,7.008,-0.755,1498,1498
1.114,0.208,0.292,0.000,8.789,0.876,0.000,0.000,7.008,0.000,0.000,-0.890,0.002,-0.000,0.876,7.008,-0.888,1500,1500
1.124,0.219,0.281,0.000,9.006,0.843,0.000,-0.000,6.744,0.000,-0.000,-1.131,-0.000,-0.000,0.843,6.744,-1.131,1502,1502
1.134,0.219,0.281,0.000,9.180,0.843,0.000,0.000,6.744,0.000,0.000,-1.218,-0.003,-0.000,0.843,6.744,-1.221,1504,1504
1.144,0.219,0.281,0.000,9.319,0.843,0.000,0.000,6.744,0.000,0.000,-1.287,-0.005,-0.000,0.843,6.744,-1.293,1506,1506
1.154,0.219,0.281,0.000,9.430,0.843,0.000,0.000,6.744,0.000,0.000,-1.343,-0.008,-0.000,0.843,6.744,-1.351,1508,1508
1.164,0.219,0.281,0.000,9.519,0.843,0.000,0.000,6.744,0.000,0.000,-1.388,-0.011,-0.000,0.843,6.744,-1.398,1510,1510
1.174,0.219,0.281,0.000,9.590,0.843,0.000,0.000,6.744,0.000,0.000,-1.423,-0.014,-0.000,0.843,6.744,-1.437,1512,1512
1.184,0.219,0.281,0.000,9.647,0.843,0.000,0.000,6.744,0.000,0.000,-1.452,-0.017,-0.000,0.843,6.744,-1.468,1514,1514
1.194,0.219,0.281,0.000,9.693,0.843,0.000,0.000,6.744,0.000,0.000,-1.474,-0.020,-0.000,0.843,6.744,-1.494,1516,1516
1.204,0.219,0.281,0.000,9.729,0.843,0.000,0.000,6.744,0.000,0.000,-1.493,-0.023,-0.000,0.843,6.744,-1.515,1518,1518
1.214,0.219,0.281,0.000,9.759,0.843,0.000,0.000,6.744,0.000,0.000,-1.507,-0.026,-0.000,0.843,6.744,-1.533,1520,1520
1.224,0.219,0.281,0.000,9.782,0.843,0.000,0.000,6.744,0.000,0.000,-1.519,-0.029,-0.000,0.843,6.744,-1.548,1522,1522
1.234,0.219,0.281,0.000,9.801,0.843,0.000,0.000,6.744,0.000,0.000,-1.528,-0.032,-0.000,0.843,6.744,-1.560,1524,1524
1.244,0.219,0.281,0.000,9.816,0.843,0.000,0.000,6.744,0.000,0.000,-1.536,-0.035,-0.000,0.843,6.744,-1.570,1526,1526
1.254,0.219,0.281,0.000,9.828,0.843,0.000,0.000,6.744,0.000,0.000,-1.542,-0.038,-0.000,0.843,6.744,-1.580,1528,1528
1.264,0.219,0.281,0.000,9.837,0.843,0.000,0.000,6.744,0.000,0.000,-1.547,-0.041,-0.000,0.843,6.744,-1.587,1530,1530
1.274,0.219,0.281,0.000,9.845,0.843,0.000,0.000,6.744,0.000,0.000,-1.550,-0.044,-0.000,0.843,6.744,-1.594,1531,1531
1.284,0.219,0.281,0.000,9.851,0.843,0.000,0.000,6.744,0.000,0.000,-1.553,-0.047,-0.000,0.843,6.744,-1.600,1532,1532
1.294,0.219,0.281,0.000,9.856,0.843,0.000,0.000,6.744,0.000,0.000,-1.556,-0.050,-0.000,0.843,6.744,-1.606,1532,1532
1.304,0.219,0.281,0.000,9.860,0.843,0.000,0.000,6.744,0.000,0.000,-1.558,-0.053,-0.000,0.843,6.744,-1.611,1532,1532
1.314,0.219,0.281,0.000,9.863,0.843,0.000,0.000,6.744,0.000,0.000,-1.559,-0.056,-0.000,0.843,6.744,-1.616,1532,1532
1.324,0.219,0.281,0.000,9.865,0.843,0.000,0.000,6.744,0.000,0.000,-1.561,-0.060,-0.000,0.843,6.744,-1.620,1532,1532
1.334,0.219,0.281,0.000,9.867,0.843,0.000,0.000,6.744,0.000,0.000,-1.562,-0.063,-0.000,0.843,6.744,-1.624,1532,1532
1.344,0.219,0.281,0.000,9.869,0.843,0.000,0.000,6.744,0.000,0.000,-1.562,-0.066,-0.000,0.843,6.744,-1.628,1532,1532
1.354,0.219,0.281,0.000,9.870,0.843,0.000,0.000,6.744,0.000,0.000,-1.563,-0.069,-0.000,0.843,6.744,-1.632,1532,1532
1.364,0.219,0.281,0.000,9.871,0.843,0.000,0.000,6.744,0.000,0.000,-1.564,-0.072,-0.000,0.843,6.744,-1.636,1532,1532
1.374,0.213,0.287,0.000,9.870,0.861,0.000,0.000,6.888,0.000,0.000,-1.491,-0.075,0.000,0.861,6.888,-1.566,1531,1531
1.384,0.213,0.287,0.000,9.869,0.861,0.000,0.000,6.888,0.000,0.000,-1.491,-0.078,0.000,0.861,6.888,-1.569,1531,1531
1.394,0.213,0.287,0.000,9.868,0.861,0.000,0.000,6.888,0.000,0.000,-1.490,-0.081,0.000,0.861,6.888,-1.571,1531,1531
1.404,0.213,0.287,0.000,9.868,0.861,0.000,0.000,6.888,0.000,0.000,-1.490,-0.084,0.000,0.861,6.888,-1.574,1531,1531
1.414,0.213,0.287,0.000,9.867,0.861,0.000,0.000,6.888,0.000,0.000,-1.490,-0.087,0.000,0.861,6.888,-1.577,1531,1531
1.424,0.213,0.287,0.000,9.867,0.861,0.000,0.000,6.888,0.000,0.000,-1.489,-0.090,0.000,0.861,6.888,-1.579,1531,1531
1.434,0.213,0.287,0.000,9.867,0.861,0.000,0.000,6.888,0.000,0.000,-1.489,-0.093,0.000,0.861,6.888,-1.582,1531,1531
1.444,0.213,0.287,0.000,9.866,0.861,0.000,0.000,6.888,0.000,0.000,-1.489,-0.096,0.000,0.861,6.888,-1.585,1531,1531
1.454,0.213,0.287,0.000,9.866,0.861,0.000,0.000,6.888,0.000,0.000,-1.489,-0.099,0.000,0.861,6.888,-1.588,1531,1531
1.464,0.213,0.287,0.000,9.866,0.861,0.000,0.000,6.888,0.000,0.000,-1.489,-0.102,0.000,0.861,6.888,-1.591,1531,1531
