timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,1500,1500
1.027,-13.273,13.273,0.000,0.000,0.000,0.000,0.112,0.088,72.160,0.000,1202.774,400.000,1502,1497
1.037,-13.273,13.273,27.799,0.000,23.006,50.805,0.112,0.088,72.160,0.001,0.000,72.161,1504,1494
1.047,-13.273,13.273,27.799,0.000,0.000,27.799,0.112,0.088,72.160,0.002,0.000,72.162,1506,1491
1.057,-13.273,13.273,27.799,0.001,0.000,27.799,0.112,0.088,72.160,0.003,0.000,72.163,1508,1488
1.067,-13.273,13.273,27.799,0.001,0.000,27.799,0.112,0.088,72.160,0.004,0.000,72.164,1510,1485
1.077,-13.359,13.359,27.978,0.001,0.150,28.129,0.115,0.085,69.700,0.004,-1.499,68.205,1512,1482
1.087,-13.359,13.359,27.978,0.001,0.000,27.980,0.115,0.085,69.700,0.005,0.000,69.705,1514,1479
1.097,-13.359,13.359,27.978,0.002,0.000,27.980,0.115,0.085,69.700,0.006,0.000,69.706,1516,1476
1.107,-13.359,13.359,27.978,0.002,0.000,27.980,0.115,0.085,69.700,0.007,0.000,69.707,1518,1473
1.117,-13.359,13.359,27.978,0.002,0.000,27.980,0.115,0.085,69.700,0.008,0.000,69.708,1520,1470
1.127,-13.359,13.359,27.978,0.002,0.000,27.980,0.115,0.085,69.700,0.009,0.000,69.709,1522,1467
1.137,-13.359,13.359,27.978,0.003,0.000,27.981,0.115,0.085,69.700,0.010,0.000,69.710,1524,1464
1.147,-13.359,13.359,27.978,0.003,0.000,27.981,0.115,0.085,69.700,0.010,0.000,69.710,1526,1461
1.157,-13.359,13.359,27.978,0.003,0.000,27.981,0.115,0.085,69.700,0.011,0.000,69.711,1528,1458
1.167,-13.359,13.359,27.978,0.003,0.000,27.981,0.115,0.085,69.700,0.012,0.000,69.712,1530,1455
1.177,-13.359,13.359,27.978,0.003,0.000,27.982,0.115,0.085,69.700,0.013,0.000,69.713,1532,1452
1.187,-13.359,13.359,27.978,0.004,0.000,27.982,0.115,0.085,69.700,0.014,0.000,69.714,1534,1449
1.197,-13.359,13.359,27.978,0.004,0.000,27.982,0.115,0.085,69.700,0.015,0.000,69.715,1536,1446
1.207,-13.359,13.359,27.978,0.004,0.000,27.982,0.115,0.085,69.700,0.015,0.000,69.715,1538,1443
1.217,-13.359,13.359,27.978,0.004,0.000,27.983,0.115,0.085,69.700,0.016,0.000,69.716,1540,1440
