timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,1500,1500
1.023,-12.044,12.044,0.000,0.000,0.000,0.000,0.097,0.103,22.660,0.000,1474.800,400.000,1497,1497
1.033,-12.044,12.044,25.225,0.000,20.863,46.088,0.097,0.103,22.660,0.001,0.000,22.661,1499,1494
1.043,-12.044,12.044,25.225,0.000,0.000,25.225,0.097,0.103,22.660,0.002,0.000,22.662,1501,1491
1.053,-12.044,12.044,25.225,0.001,0.000,25.225,0.097,0.103,22.660,0.003,0.000,22.663,1503,1488
1.063,-12.044,12.044,25.225,0.001,0.000,25.226,0.097,0.103,22.660,0.004,0.000,22.664,1505,1485
1.073,-12.044,12.044,25.225,0.001,0.000,25.226,0.097,0.103,22.660,0.005,0.000,22.665,1507,1482
1.083,-12.044,12.044,25.225,0.001,0.000,25.226,0.097,0.103,22.660,0.006,0.000,22.666,1509,1479
1.093,-12.044,12.044,25.225,0.001,0.000,25.226,0.097,0.103,22.660,0.007,0.000,22.667,1511,1476
1.103,-12.044,12.044,25.225,0.002,0.000,25.226,0.097,0.103,22.660,0.008,0.000,22.668,1513,1473
1.113,-12.044,12.044,25.225,0.002,0.000,25.227,0.097,0.103,22.660,0.009,0.000,22.669,1515,1470
1.123,-12.044,12.044,25.225,0.002,0.000,25.227,0.097,0.103,22.660,0.010,0.000,22.670,1517,1467
1.133,-12.044,12.044,25.225,0.002,0.000,25.227,0.097,0.103,22.660,0.011,0.000,22.671,1519,1464
1.143,-12.044,12.044,25.225,0.003,0.000,25.227,0.097,0.103,22.660,0.012,0.000,22.672,1521,1461
1.153,-12.044,12.044,25.225,0.003,0.000,25.228,0.097,0.103,22.660,0.013,0.000,22.673,1523,1458
1.163,-12.044,12.044,25.225,0.003,0.000,25.228,0.097,0.103,22.660,0.014,0.000,22.674,1525,1455
1.173,-12.044,12.044,25.225,0.003,0.000,25.228,0.097,0.103,22.660,0.015,0.000,22.675,1527,1452
1.183,-12.031,12.031,25.197,0.003,-0.023,25.178,0.097,0.103,22.660,0.017,0.000,22.677,1529,1449
1.193,-12.031,12.031,25.197,0.004,0.000,25.201,0.097,0.103,22.660,0.018,0.000,22.678,1531,1446
1.203,-12.031,12.031,25.197,0.004,0.000,25.201,0.097,0.103,22.660,0.019,0.000,22.679,1532,1443
1.213,-12.031,12.031,25.197,0.004,0.000,25.201,0.097,0.103,22.660,0.020,0.000,22.680,1532,1440
1.223,-12.031,12.031,25.197,0.004,0.000,25.202,0.097,0.103,22.660,0.021,0.000,22.681,1532,1437
1.233,-12.031,12.031,25.197,0.004,0.000,25.202,0.097,0.103,22.660,0.022,0.000,22.682,1532,1434
1.243,-12.031,12.031,25.197,0.005,0.000,25.202,0.097,0.103,22.660,0.023,0.000,22.683,1532,1431
1.253,-12.031,12.031,25.197,0.005,0.000,25.202,0.097,0.103,22.660,0.024,0.000,22.684,1532,1428
1.263,-12.031,12.031,25.197,0.005,0.000,25.203,0.097,0.103,22.660,0.025,0.000,22.685,1532,1425
1.273,-12.031,12.031,25.197,0.005,0.000,25.203,0.097,0.103,22.660,0.026,0.000,22.686,1532,1422
1.283,-12.031,12.031,25.197,0.005,0.000,25.203,0.097,0.103,22.660,0.027,0.000,22.687,1532,1422
