timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,1500,1500
1.022,-13.044,13.044,0.000,0.000,0.000,0.000,0.107,0.093,76.260,0.000,1528.137,400.000,1502,1497
1.032,-13.044,13.044,27.319,0.000,22.523,49.842,0.107,0.093,76.260,0.001,0.000,76.261,1504,1494
1.042,-13.044,13.044,27.319,0.000,0.000,27.319,0.107,0.093,76.260,0.002,0.000,76.262,1506,1491
1.052,-13.044,13.044,27.319,0.001,0.000,27.320,0.107,0.093,76.260,0.003,0.000,76.263,1508,1488
1.062,-13.044,13.044,27.319,0.001,0.000,27.320,0.107,0.093,76.260,0.004,0.000,76.264,1510,1485
1.072,-13.044,13.044,27.319,0.001,0.000,27.320,0.107,0.093,76.260,0.005,0.000,76.265,1512,1482
1.082,-13.044,13.044,27.319,0.001,0.000,27.320,0.107,0.093,76.260,0.006,0.000,76.266,1514,1479
1.092,-13.044,13.044,27.319,0.002,0.000,27.321,0.107,0.093,76.260,0.007,0.000,76.267,1516,1476
1.102,-13.044,13.044,27.319,0.002,0.000,27.321,0.107,0.093,76.260,0.007,0.000,76.267,1518,1473
1.112,-13.044,13.044,27.319,0.002,0.000,27.321,0.107,0.093,76.260,0.008,0.000,76.268,1520,1470
1.122,-13.044,13.044,27.319,0.002,0.000,27.321,0.107,0.093,76.260,0.009,0.000,76.269,1522,1467
1.132,-13.044,13.044,27.319,0.003,0.000,27.321,0.107,0.093,76.260,0.010,0.000,76.270,1524,1464
1.142,-13.044,13.044,27.319,0.003,0.000,27.322,0.107,0.093,76.260,0.011,0.000,76.271,1526,1461
1.152,-13.108,13.108,27.453,0.003,0.112,27.568,0.109,0.091,74.620,0.012,-1.002,73.630,1528,1458
1.162,-13.108,13.108,27.453,0.003,0.000,27.456,0.109,0.091,74.620,0.013,0.000,74.633,1530,1455
1.172,-13.108,13.108,27.453,0.003,0.000,27.456,0.109,0.091,74.620,0.014,0.000,74.634,1532,1452
1.182,-13.108,13.108,27.453,0.004,0.000,27.457,0.109,0.091,74.620,0.015,0.000,74.635,1534,1449
1.192,-13.108,13.108,27.453,0.004,0.000,27.457,0.109,0.091,74.620,0.016,0.000,74.636,1536,1446
1.202,-13.108,13.108,27.453,0.004,0.000,27.457,0.109,0.091,74.620,0.017,0.000,74.637,1538,1443
1.212,-13.108,13.108,27.453,0.004,0.000,27.457,0.109,0.091,74.620,0.018,0.000,74.638,1540,1440
1.222,-13.108,13.108,27.453,0.005,0.000,27.458,0.109,0.091,74.620,0.018,0.000,74.638,1542,1437
1.232,-13.108,13.108,27.453,0.005,0.000,27.458,0.109,0.091,74.620,0.019,0.000,74.639,1544,1434
1.242,-13.108,13.108,27.453,0.005,0.000,27.458,0.109,0.091,74.620,0.020,0.000,74.640,1546,1431
1.252,-13.108,13.108,27.453,0.005,0.000,27.458,0.109,0.091,74.620,0.021,0.000,74.641,1548,1428
1.262,-13.108,13.108,27.453,0.005,0.000,27.459,0.109,0.091,74.620,0.022,0.000,74.642,1550,1425
1.272,-13.108,13.108,27.453,0.006,0.000,27.459,0.109,0.091,74.620,0.023,0.000,74.643,1552,1422
1.282,-13.108,13.108,27.453,0.006,0.000,27.459,0.109,0.091,74.620,0.024,0.000,74.644,1554,1419
1.292,-13.108,13.108,27.453,0.006,0.000,27.459,0.109,0.091,74.620,0.025,0.000,74.645,1556,1416
1.302,-13.108,13.108,27.453,0.006,0.000,27.459,0.109,0.091,74.620,0.026,0.000,74.646,1558,1413
1.312,-13.108,13.108,27.453,0.007,0.000,27.460,0.109,0.091,74.620,0.027,0.000,74.647,1560,1410
1.322,-13.108,13.108,27.453,0.007,0.000,27.460,0.109,0.091,74.620,0.028,0.000,74.648,1562,1407
1.332,-13.108,13.108,27.453,0.007,0.000,27.460,0.109,0.091,74.620,0.028,0.000,74.648,1564,1404
1.342,-13.108,13.108,27.453,0.007,0.000,27.460,0.109,0.091,74.620,0.029,0.000,74.649,1566,1401
1.352,-13.108,13.108,27.453,0.008,0.000,27.461,0.109,0.091,74.620,0.030,0.000,74.650,1568,1398
1.362,-13.108,13.108,27.453,0.008,0.000,27.461,0.109,0.091,74.620,0.031,0.000,74.651,1570,1395
1.372,-13.108,13.108,27.453,0.008,0.000,27.461,0.109,0.091,74.620,0.032,0.000,74.652,1572,1392
1.382,-13.108,13.108,27.453,0.008,0.000,27.461,0.109,0.091,74.620,0.033,0.000,74.653,1574,1389
1.392,-13.108,13.108,27.453,0.008,0.000,27.461,0.109,0.091,74.620,0.034,0.000,74.654,1576,1386
1.402,-11.413,11.413,23.903,0.009,-2.953,20.959,0.109,0.091,74.620,0.035,0.000,74.655,1578,1383
