timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,1500,1500
1.021,-16.984,16.984,0.000,0.000,0.000,0.000,0.121,1.879,1540.780,0.001,25775.529,400.000,1497,1497
1.031,-16.984,16.984,35.572,0.000,29.419,64.991,0.121,1.879,1540.780,0.020,0.000,400.000,1494,1494
1.041,-16.984,16.984,35.572,0.001,0.000,35.573,0.121,1.879,1540.780,0.038,0.000,400.000,1491,1491
1.051,-16.992,16.992,35.589,0.001,0.014,35.603,0.121,1.879,1540.780,0.057,0.000,400.000,1488,1488
1.061,-16.992,16.992,35.589,0.001,0.000,35.590,0.121,1.879,1540.780,0.076,0.000,400.000,1485,1485
1.071,-16.992,16.992,35.589,0.001,0.000,35.590,0.121,1.879,1540.780,0.095,0.000,400.000,1482,1482
1.081,-16.992,16.992,35.589,0.002,0.000,35.590,0.121,1.879,1540.780,0.114,0.000,400.000,1479,1479
1.091,-16.992,16.992,35.589,0.002,0.000,35.591,0.121,1.879,1540.780,0.132,0.000,400.000,1476,1476
1.101,-16.992,16.992,35.589,0.002,0.000,35.591,0.121,1.879,1540.780,0.151,0.000,400.000,1473,1473
1.111,-16.992,16.992,35.589,0.003,0.000,35.591,0.121,1.879,1540.780,0.170,0.000,400.000,1470,1470
1.121,-16.992,16.992,35.589,0.003,0.000,35.592,0.121,1.879,1540.780,0.189,0.000,400.000,1467,1467
1.131,-16.992,16.992,35.589,0.003,0.000,35.592,0.121,1.879,1540.780,0.208,0.000,400.000,1464,1464
1.141,-16.992,16.992,35.589,0.004,0.000,35.592,0.121,1.879,1540.780,0.226,0.000,400.000,1461,1461
1.151,-16.992,16.992,35.589,0.004,0.000,35.593,0.121,1.879,1540.780,0.245,0.000,400.000,1458,1458
1.161,-16.992,16.992,35.589,0.004,0.000,35.593,0.121,1.879,1540.780,0.264,0.000,400.000,1455,1455
1.171,-16.992,16.992,35.589,0.004,0.000,35.593,0.121,1.879,1540.780,0.283,0.000,400.000,1452,1452
1.181,-16.992,16.992,35.589,0.005,0.000,35.593,0.121,1.879,1540.780,0.302,0.000,400.000,1449,1449
1.191,-16.992,16.992,35.589,0.005,0.000,35.594,0.121,1.879,1540.780,0.320,0.000,400.000,1446,1446
1.201,-16.992,16.992,35.589,0.005,0.000,35.594,0.121,1.879,1540.780,0.339,0.000,400.000,1443,1443
1.211,-16.992,16.992,35.589,0.006,0.000,35.594,0.121,1.879,1540.780,0.358,0.000,400.000,1440,1440
1.221,-16.992,16.992,35.589,0.006,0.000,35.595,0.121,1.879,1540.780,0.377,0.000,400.000,1437,1437
1.231,-16.992,16.992,35.589,0.006,0.000,35.595,0.121,1.879,1540.780,0.395,0.000,400.000,1434,1434
1.241,-16.992,16.992,35.589,0.007,0.000,35.595,0.121,1.879,1540.780,0.414,0.000,400.000,1431,1431
1.251,-16.992,16.992,35.589,0.007,0.000,35.596,0.121,1.879,1540.780,0.433,0.000,400.000,1428,1428
1.261,-16.992,16.992,35.589,0.007,0.000,35.596,0.121,1.879,1540.780,0.452,0.000,400.000,1425,1425
1.271,-16.992,16.992,35.589,0.007,0.000,35.596,0.121,1.879,1540.780,0.471,0.000,400.000,1422,1422
1.281,-16.992,16.992,35.589,0.008,0.000,35.596,0.121,1.879,1540.780,0.489,0.000,400.000,1419,1419
1.291,-16.992,16.992,35.589,0.008,0.000,35.597,0.121,1.879,1540.780,0.508,0.000,400.000,1416,1416
1.301,-17.017,17.017,35.641,0.008,0.043,35.692,0.122,1.878,1539.960,0.527,-0.500,400.000,1413,1413
1.311,-17.017,17.017,35.641,0.009,0.000,35.649,0.122,1.878,1539.960,0.546,0.000,400.000,1410,1410
1.321,-17.017,17.017,35.641,0.009,0.000,35.649,0.122,1.878,1539.960,0.564,0.000,400.000,1407,1407
1.331,-17.017,17.017,35.641,0.009,0.000,35.650,0.122,1.878,1539.960,0.583,0.000,400.000,1404,1404
1.341,-17.017,17.017,35.641,0.009,0.000,35.650,0.122,1.878,1539.960,0.602,0.000,400.000,1401,1401
1.351,-17.017,17.017,35.641,0.010,0.000,35.650,0.122,1.878,1539.960,0.621,0.000,400.000,1398,1398
1.361,-17.017,17.017,35.641,0.010,0.000,35.651,0.122,1.878,1539.960,0.640,0.000,400.000,1395,1395
1.371,-17.017,17.017,35.641,0.010,0.000,35.651,0.122,1.878,1539.960,0.658,0.000,400.000,1392,1392
1.381,-17.017,17.017,35.641,0.011,0.000,35.651,0.122,1.878,1539.960,0.677,0.000,400.000,1389,1389
1.391,-17.017,17.017,35.641,0.011,0.000,35.652,0.122,1.878,1539.960,0.696,0.000,400.000,1386,1386
1.401,-17.017,17.017,35.641,0.011,0.000,35.652,0.122,1.878,1539.960,0.715,0.000,400.000,1383,1383
1.411,-17.017,17.017,35.641,0.012,0.000,35.652,0.122,1.878,1539.960,0.734,0.000,400.000,1380,1380
1.421,-17.017,17.017,35.641,0.012,0.000,35.652,0.122,1.878,1539.960,0.752,0.000,400.000,1377,1377
1.431,-17.017,17.017,35.641,0.012,0.000,35.653,0.122,1.878,1539.960,0.771,0.000,400.000,1374,1374
1.441,-17.017,17.017,35.641,0.012,0.000,35.653,0.122,1.878,1539.960,0.790,0.000,400.000,1371,1371
1.451,-17.017,17.017,35.641,0.013,0.000,35.653,0.122,1.878,1539.960,0.809,0.000,400.000,1368,1368
1.461,-17.017,17.017,35.641,0.013,0.000,35.654,0.122,1.878,1539.960,0.827,0.000,400.000,1365,1365
1.471,-17.017,17.017,35.641,0.013,0.000,35.654,0.122,1.878,1539.960,0.846,0.000,400.000,1362,1362
1.481,-17.017,17.017,35.641,0.014,0.000,35.654,0.122,1.878,1539.960,0.865,0.000,400.000,1359,1359
1.491,-17.017,17.017,35.641,0.014,0.000,35.654,0.122,1.878,1539.960,0.884,0.000,400.000,1356,1356
