timestamp,pitch_deg,error_deg,p_term,i_term,d_term,pid_output,motor3_pwm,motor4_pwm
1.022,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.023,-13.027,13.027,0.000,0.000,0.000,0.000,1495,1505
1.033,-13.027,13.027,30.694,0.002,112.486,143.182,1500,1500
1.043,-13.027,13.027,30.694,0.005,0.000,30.698,1505,1495
1.053,-13.027,13.027,30.694,0.007,0.000,30.701,1510,1490
1.063,-13.027,13.027,30.694,0.009,0.000,30.703,1515,1485
1.073,-13.027,13.027,30.694,0.011,0.000,30.705,1520,1480
1.083,-13.027,13.027,30.694,0.014,0.000,30.708,1525,1475
1.093,-13.027,13.027,30.694,0.016,0.000,30.710,1530,1470
1.103,-13.027,13.027,30.694,0.018,0.000,30.712,1535,1465
1.113,-13.027,13.027,30.694,0.020,0.000,30.714,1540,1460
1.123,-13.027,13.027,30.694,0.023,0.000,30.717,1545,1455
1.133,-13.027,13.027,30.694,0.025,0.000,30.719,1550,1450
1.143,-13.027,13.027,30.694,0.027,0.000,30.721,1555,1445
1.153,-13.027,13.027,30.694,0.030,0.000,30.723,1560,1440
1.163,-13.023,13.023,30.684,0.032,-0.038,30.677,1560,1440
1.173,-13.023,13.023,30.684,0.034,0.000,30.718,1560,1440
1.183,-13.023,13.023,30.684,0.036,0.000,30.720,1560,1440
1.193,-13.023,13.023,30.684,0.039,0.000,30.722,1560,1440
1.203,-13.023,13.023,30.684,0.041,0.000,30.725,1560,1440
1.213,-13.023,13.023,30.684,0.043,0.000,30.727,1560,1440
1.223,-13.023,13.023,30.684,0.045,0.000,30.729,1560,1440
1.233,-13.023,13.023,30.684,0.048,0.000,30.731,1560,1440
1.243,-13.023,13.023,30.684,0.050,0.000,30.734,1560,1440
1.253,-13.023,13.023,30.684,0.052,0.000,30.736,1560,1440
1.263,-13.023,13.023,30.684,0.055,0.000,30.738,1560,1440
1.273,-13.023,13.023,30.684,0.057,0.000,30.740,1560,1440
1.283,-13.023,13.023,30.684,0.059,0.000,30.743,1560,1440
1.293,-13.023,13.023,30.684,0.061,0.000,30.745,1560,1440
1.303,-13.023,13.023,30.684,0.064,0.000,30.747,1560,1440
1.313,-13.023,13.023,30.684,0.066,0.000,30.750,1560,1440
1.323,-13.023,13.023,30.684,0.068,0.000,30.752,1560,1440
1.333,-13.023,13.023,30.684,0.070,0.000,30.754,1560,1440
1.343,-13.023,13.023,30.684,0.073,0.000,30.756,1560,1440
1.353,-13.023,13.023,30.684,0.075,0.000,30.759,1560,1440
1.363,-13.023,13.023,30.684,0.077,0.000,30.761,1560,1440
1.373,-13.023,13.023,30.684,0.080,0.000,30.763,1560,1440
