timestamp,pitch_deg,error_deg,p_term,i_term,d_term,pid_output,motor3_pwm,motor4_pwm
1.021,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.022,-7.326,7.326,0.000,0.000,0.000,0.000,1500,1500
1.032,-7.326,7.326,38.359,0.000,1268.398,400.000,1495,1495
1.042,-7.326,7.326,38.359,0.000,0.000,38.359,1490,1490
1.052,-7.326,7.326,38.359,0.000,0.000,38.359,1485,1485
1.062,-7.326,7.326,38.359,0.000,0.000,38.359,1480,1480
1.072,-7.326,7.326,38.359,0.000,0.000,38.359,1475,1475
1.082,-7.326,7.326,38.359,0.000,0.000,38.359,1470,1470
1.092,-7.326,7.326,38.359,0.000,0.000,38.359,1465,1465
1.102,-7.326,7.326,38.359,0.000,0.000,38.359,1461,1461
1.112,-7.326,7.326,38.359,0.000,0.000,38.359,1461,1461
1.122,-7.326,7.326,38.359,0.000,0.000,38.359,1461,1461
1.132,-7.326,7.326,38.359,0.000,0.000,38.359,1461,1461
1.142,-7.326,7.326,38.359,0.000,0.000,38.359,1461,1461
1.152,-7.326,7.326,38.359,0.000,0.000,38.359,1461,1461
1.162,-7.337,7.337,38.418,0.000,1.961,40.379,1459,1459
1.172,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.182,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.192,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.202,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.212,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.222,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.232,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.242,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.252,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.262,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.272,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.282,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.292,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.302,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.312,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.322,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.332,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.342,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.352,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.362,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.372,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.382,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.392,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.402,-7.337,7.337,38.418,0.000,0.000,38.418,1461,1461
1.412,-5.936,5.936,31.081,0.000,-244.512,-213.430,1466,1466
1.422,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.432,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.442,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.452,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.462,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.472,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.482,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.492,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.502,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.512,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.522,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.532,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.542,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.552,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.562,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.572,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.582,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.592,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.602,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.612,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.622,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.632,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.642,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.652,-5.936,5.936,31.081,0.000,0.000,31.081,1468,1468
1.662,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.672,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.682,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.692,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.702,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.712,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.722,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.732,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.742,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.752,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.762,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.772,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.782,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.792,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.802,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.812,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.822,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.832,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.842,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.852,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.862,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.872,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.882,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.892,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.902,-4.288,4.288,0.000,0.000,0.000,0.000,1468,1468
1.912,-5.472,5.472,0.000,0.000,0.000,0.000,1473,1473
1.922,-5.472,5.472,28.653,0.000,956.983,400.000,1468,1468
1.932,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
1.942,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
1.952,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
1.962,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
1.972,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
1.982,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
1.992,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.002,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.012,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.022,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.032,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.042,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.052,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.062,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.072,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.082,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.092,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.102,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.112,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.122,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.132,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.142,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.152,-5.472,5.472,28.653,0.000,0.000,28.653,1471,1471
2.162,-7.820,7.820,40.946,0.000,411.115,400.000,1466,1466
2.172,-7.820,7.820,40.946,0.000,0.000,40.946,1461,1461
2.182,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.192,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.202,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.212,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.222,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.232,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.242,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.252,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.262,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.272,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.282,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.292,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.302,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.312,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.322,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.332,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.342,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.352,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.362,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.372,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.382,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.392,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.402,-7.820,7.820,40.946,0.000,0.000,40.946,1459,1459
2.412,-8.727,8.727,45.696,0.000,158.351,204.047,1454,1454
2.422,-8.727,8.727,45.696,0.000,0.000,45.696,1454,1454
2.432,-8.727,8.727,45.696,0.000,0.000,45.696,1454,1454
2.442,-8.727,8.727,45.696,0.000,0.000,45.696,1454,1454
