timestamp,pitch_deg,pitch_error_deg,pitch_p,pitch_i,pitch_d,pitch_output,altitude,altitude_error,altitude_p,altitude_i,altitude_d,altitude_output,motor3_pwm,motor4_pwm
1.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,1500,1500
1.022,-7.632,7.632,0.000,0.000,0.000,0.000,0.092,0.008,1.760,0.000,99.037,100.797,1497,1497
1.033,-7.632,7.632,15.984,0.000,13.219,29.204,0.092,0.008,1.760,0.000,0.000,1.760,1499,1494
1.043,-7.584,7.584,15.884,0.000,-0.084,15.801,0.088,0.012,2.640,0.000,2.001,4.641,1501,1491
1.052,-7.584,7.584,15.884,0.000,0.000,15.884,0.088,0.012,2.640,0.000,0.000,2.640,1503,1488
1.063,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.000,0.000,2.640,1505,1485
1.073,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1507,1482
1.082,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1509,1479
1.093,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1511,1476
1.103,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1513,1473
1.113,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1515,1470
1.123,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1517,1467
1.133,-7.584,7.584,15.884,0.001,0.000,15.885,0.088,0.012,2.640,0.001,0.000,2.641,1519,1464
1.143,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.001,0.000,2.641,1521,1461
1.153,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.002,0.000,2.642,1523,1458
1.162,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.002,0.000,2.642,1525,1455
1.173,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.002,0.000,2.642,1527,1452
1.183,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.002,0.000,2.642,1529,1452
1.193,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.002,0.000,2.642,1531,1452
1.202,-7.584,7.584,15.884,0.002,0.000,15.886,0.088,0.012,2.640,0.002,0.000,2.642,1533,1452
1.213,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.002,0.000,2.642,1535,1452
1.223,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.002,0.000,2.642,1537,1452
1.233,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.002,0.000,2.642,1539,1452
1.243,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.003,0.000,2.643,1541,1452
1.253,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.003,0.000,2.643,1542,1452
1.263,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.003,0.000,2.643,1542,1452
1.273,-7.584,7.584,15.884,0.003,0.000,15.887,0.088,0.012,2.640,0.003,0.000,2.643,1542,1452
