timestamp,pitch_deg,error_deg,p_term,i_term,d_term,pid_output,motor3_pwm,motor4_pwm
1.023,0.000,0.000,0.000,0.000,0.000,0.000,1500,1500
1.023,-7.421,7.421,0.000,0.000,0.000,0.000,1500,1500
1.033,-7.421,7.421,32.378,0.003,1286.035,400.000,1495,1495
1.043,-7.421,7.421,32.378,0.005,0.000,32.383,1490,1490
1.053,-7.421,7.421,32.378,0.008,0.000,32.386,1485,1485
1.063,-7.421,7.421,32.378,0.010,0.000,32.389,1480,1480
1.073,-7.421,7.421,32.378,0.013,0.000,32.391,1475,1475
1.083,-7.421,7.421,32.378,0.016,0.000,32.394,1470,1470
1.093,-7.421,7.421,32.378,0.018,0.000,32.396,1467,1467
1.103,-7.421,7.421,32.378,0.021,0.000,32.399,1467,1467
1.113,-7.421,7.421,32.378,0.023,0.000,32.402,1467,1467
1.123,-7.421,7.421,32.378,0.026,0.000,32.404,1467,1467
1.133,-7.421,7.421,32.378,0.029,0.000,32.407,1467,1467
1.143,-7.421,7.421,32.378,0.031,0.000,32.409,1467,1467
1.153,-7.425,7.425,32.397,0.034,0.734,33.165,1466,1466
1.163,-7.425,7.425,32.397,0.036,0.000,32.433,1467,1467
1.173,-7.425,7.425,32.397,0.039,0.000,32.435,1467,1467
1.183,-7.425,7.425,32.397,0.041,0.000,32.438,1467,1467
1.193,-7.425,7.425,32.397,0.044,0.000,32.441,1467,1467
1.203,-7.425,7.425,32.397,0.047,0.000,32.443,1467,1467
1.213,-7.425,7.425,32.397,0.049,0.000,32.446,1467,1467
1.223,-7.425,7.425,32.397,0.052,0.000,32.448,1467,1467
1.233,-7.425,7.425,32.397,0.054,0.000,32.451,1467,1467
1.243,-7.425,7.425,32.397,0.057,0.000,32.454,1467,1467
1.253,-7.425,7.425,32.397,0.060,0.000,32.456,1467,1467
1.263,-7.425,7.425,32.397,0.062,0.000,32.459,1467,1467
1.273,-7.425,7.425,32.397,0.065,0.000,32.461,1467,1467
1.283,-7.425,7.425,32.397,0.067,0.000,32.464,1467,1467
1.293,-7.425,7.425,32.397,0.070,0.000,32.467,1467,1467
1.303,-7.425,7.425,32.397,0.073,0.000,32.469,1467,1467
1.313,-7.425,7.425,32.397,0.075,0.000,32.472,1467,1467
1.323,-7.425,7.425,32.397,0.078,0.000,32.474,1467,1467
1.333,-7.425,7.425,32.397,0.080,0.000,32.477,1467,1467
1.343,-7.425,7.425,32.397,0.083,0.000,32.480,1467,1467
1.353,-7.425,7.425,32.397,0.086,0.000,32.482,1467,1467
1.363,-7.425,7.425,32.397,0.088,0.000,32.485,1467,1467
1.373,-7.425,7.425,32.397,0.091,0.000,32.487,1467,1467
1.383,-7.425,7.425,32.397,0.093,0.000,32.490,1467,1467
1.393,-7.425,7.425,32.397,0.096,0.000,32.493,1467,1467
1.403,-7.443,7.443,32.475,0.098,3.115,35.688,1464,1464
1.413,-7.443,7.443,32.475,0.101,0.000,32.576,1467,1467
1.423,-7.443,7.443,32.475,0.104,0.000,32.578,1467,1467
1.433,-7.443,7.443,32.475,0.106,0.000,32.581,1467,1467
1.443,-7.443,7.443,32.475,0.109,0.000,32.583,1467,1467
1.453,-7.443,7.443,32.475,0.111,0.000,32.586,1467,1467
1.463,-7.443,7.443,32.475,0.114,0.000,32.589,1467,1467
1.473,-7.443,7.443,32.475,0.117,0.000,32.591,1467,1467
1.483,-7.443,7.443,32.475,0.119,0.000,32.594,1467,1467
1.493,-7.443,7.443,32.475,0.122,0.000,32.596,1467,1467
1.503,-7.443,7.443,32.475,0.124,0.000,32.599,1467,1467
1.513,-7.443,7.443,32.475,0.127,0.000,32.602,1467,1467
1.523,-7.443,7.443,32.475,0.130,0.000,32.604,1467,1467
1.533,-7.443,7.443,32.475,0.132,0.000,32.607,1467,1467
1.543,-7.443,7.443,32.475,0.135,0.000,32.609,1467,1467
1.553,-7.443,7.443,32.475,0.137,0.000,32.612,1467,1467
1.563,-7.443,7.443,32.475,0.140,0.000,32.615,1467,1467
1.573,-7.443,7.443,32.475,0.143,0.000,32.617,1467,1467
1.583,-7.443,7.443,32.475,0.145,0.000,32.620,1467,1467
1.593,-7.443,7.443,32.475,0.148,0.000,32.622,1467,1467
1.603,-7.443,7.443,32.475,0.150,0.000,32.625,1467,1467
1.613,-7.443,7.443,32.475,0.153,0.000,32.628,1467,1467
1.623,-7.443,7.443,32.475,0.156,0.000,32.630,1467,1467
1.633,-7.443,7.443,32.475,0.158,0.000,32.633,1467,1467
1.643,-7.443,7.443,32.475,0.161,0.000,32.635,1467,1467
1.653,-7.444,7.444,32.479,0.163,0.159,32.801,1467,1467
1.663,-7.444,7.444,32.479,0.166,0.000,32.645,1467,1467
1.673,-7.444,7.444,32.479,0.169,0.000,32.647,1467,1467
1.683,-7.444,7.444,32.479,0.171,0.000,32.650,1467,1467
1.693,-7.444,7.444,32.479,0.174,0.000,32.652,1467,1467
1.703,-7.444,7.444,32.479,0.176,0.000,32.655,1467,1467
1.713,-7.444,7.444,32.479,0.179,0.000,32.658,1467,1467
1.723,-7.444,7.444,32.479,0.182,0.000,32.660,1467,1467
1.733,-7.444,7.444,32.479,0.184,0.000,32.663,1467,1467
1.743,-7.444,7.444,32.479,0.187,0.000,32.665,1467,1467
1.753,-7.444,7.444,32.479,0.189,0.000,32.668,1467,1467
1.763,-7.444,7.444,32.479,0.192,0.000,32.671,1467,1467
1.773,-7.444,7.444,32.479,0.195,0.000,32.673,1467,1467
1.783,-7.444,7.444,32.479,0.197,0.000,32.676,1467,1467
1.793,-7.444,7.444,32.479,0.200,0.000,32.678,1467,1467
1.803,-7.444,7.444,32.479,0.202,0.000,32.681,1467,1467
1.813,-7.444,7.444,32.479,0.205,0.000,32.684,1467,1467
1.823,-7.444,7.444,32.479,0.208,0.000,32.686,1467,1467
1.833,-7.444,7.444,32.479,0.210,0.000,32.689,1467,1467
1.843,-7.444,7.444,32.479,0.213,0.000,32.691,1467,1467
1.853,-7.444,7.444,32.479,0.215,0.000,32.694,1467,1467
1.863,-7.444,7.444,32.479,0.218,0.000,32.697,1467,1467
1.873,-7.444,7.444,32.479,0.221,0.000,32.699,1467,1467
1.883,-7.444,7.444,32.479,0.223,0.000,32.702,1467,1467
1.893,-7.444,7.444,32.479,0.226,0.000,32.704,1467,1467
1.903,-7.445,7.445,32.484,0.228,0.237,32.950,1467,1467
1.913,-7.445,7.445,32.484,0.231,0.000,32.715,1467,1467
1.923,-7.445,7.445,32.484,0.234,0.000,32.718,1467,1467
1.933,-7.445,7.445,32.484,0.236,0.000,32.721,1467,1467
1.943,-7.445,7.445,32.484,0.239,0.000,32.723,1467,1467
1.953,-7.445,7.445,32.484,0.241,0.000,32.726,1467,1467
1.963,-7.445,7.445,32.484,0.244,0.000,32.728,1467,1467
1.973,-7.445,7.445,32.484,0.247,0.000,32.731,1467,1467
1.983,-7.445,7.445,32.484,0.249,0.000,32.734,1467,1467
1.993,-7.445,7.445,32.484,0.252,0.000,32.736,1467,1467
2.003,-7.445,7.445,32.484,0.254,0.000,32.739,1467,1467
2.013,-7.445,7.445,32.484,0.257,0.000,32.741,1467,1467
2.023,-7.445,7.445,32.484,0.260,0.000,32.744,1467,1467
2.033,-7.445,7.445,32.484,0.262,0.000,32.747,1467,1467
2.043,-7.445,7.445,32.484,0.265,0.000,32.749,1467,1467
2.053,-7.445,7.445,32.484,0.267,0.000,32.752,1467,1467
2.063,-7.445,7.445,32.484,0.270,0.000,32.754,1467,1467
2.073,-7.445,7.445,32.484,0.273,0.000,32.757,1467,1467
2.083,-7.445,7.445,32.484,0.275,0.000,32.760,1467,1467
2.093,-7.445,7.445,32.484,0.278,0.000,32.762,1467,1467
2.103,-7.445,7.445,32.484,0.280,0.000,32.765,1467,1467
2.113,-7.445,7.445,32.484,0.283,0.000,32.767,1467,1467
2.123,-7.445,7.445,32.484,0.286,0.000,32.770,1467,1467
2.133,-7.445,7.445,32.484,0.288,0.000,32.773,1467,1467
2.143,-7.445,7.445,32.484,0.291,0.000,32.775,1467,1467
2.153,-7.455,7.455,32.530,0.293,1.808,34.632,1465,1465
2.163,-7.455,7.455,32.530,0.296,0.000,32.826,1467,1467
2.173,-7.455,7.455,32.530,0.299,0.000,32.828,1467,1467
2.183,-7.455,7.455,32.530,0.301,0.000,32.831,1467,1467
2.193,-7.455,7.455,32.530,0.304,0.000,32.834,1467,1467
2.203,-7.455,7.455,32.530,0.306,0.000,32.836,1467,1467
2.213,-7.455,7.455,32.530,0.309,0.000,32.839,1467,1467
2.223,-7.455,7.455,32.530,0.312,0.000,32.841,1467,1467
2.233,-7.455,7.455,32.530,0.314,0.000,32.844,1467,1467
2.243,-7.455,7.455,32.530,0.317,0.000,32.847,1467,1467
2.253,-7.455,7.455,32.530,0.319,0.000,32.849,1467,1467
2.263,-7.455,7.455,32.530,0.322,0.000,32.852,1467,1467
2.273,-7.455,7.455,32.530,0.325,0.000,32.854,1467,1467
2.283,-7.455,7.455,32.530,0.327,0.000,32.857,1467,1467
2.293,-7.455,7.455,32.530,0.330,0.000,32.860,1467,1467
2.303,-7.455,7.455,32.530,0.332,0.000,32.862,1467,1467
2.313,-7.455,7.455,32.530,0.335,0.000,32.865,1467,1467
2.323,-7.455,7.455,32.530,0.338,0.000,32.867,1467,1467
2.333,-7.455,7.455,32.530,0.340,0.000,32.870,1467,1467
2.343,-7.455,7.455,32.530,0.343,0.000,32.873,1467,1467
2.353,-7.455,7.455,32.530,0.345,0.000,32.875,1467,1467
2.363,-7.455,7.455,32.530,0.348,0.000,32.878,1467,1467
2.373,-7.455,7.455,32.530,0.351,0.000,32.880,1467,1467
2.383,-7.455,7.455,32.530,0.353,0.000,32.883,1467,1467
2.393,-7.455,7.455,32.530,0.356,0.000,32.886,1467,1467
2.403,-7.464,7.464,32.567,0.358,1.490,34.415,1465,1465
2.413,-7.464,7.464,32.567,0.361,0.000,32.928,1467,1467
2.423,-7.464,7.464,32.567,0.364,0.000,32.931,1467,1467
2.433,-7.464,7.464,32.567,0.366,0.000,32.933,1467,1467
2.443,-7.464,7.464,32.567,0.369,0.000,32.936,1467,1467
2.453,-7.464,7.464,32.567,0.371,0.000,32.939,1467,1467
2.463,-7.464,7.464,32.567,0.374,0.000,32.941,1467,1467
2.473,-7.464,7.464,32.567,0.377,0.000,32.944,1467,1467
2.483,-7.464,7.464,32.567,0.379,0.000,32.946,1467,1467
2.493,-7.464,7.464,32.567,0.382,0.000,32.949,1467,1467
2.503,-7.464,7.464,32.567,0.384,0.000,32.952,1467,1467
2.513,-7.464,7.464,32.567,0.387,0.000,32.954,1467,1467
2.523,-7.464,7.464,32.567,0.390,0.000,32.957,1467,1467
2.533,-7.464,7.464,32.567,0.392,0.000,32.959,1467,1467
2.543,-7.464,7.464,32.567,0.395,0.000,32.962,1467,1467
2.553,-7.464,7.464,32.567,0.398,0.000,32.965,1467,1467
2.563,-7.464,7.464,32.567,0.400,0.000,32.967,1467,1467
2.573,-7.464,7.464,32.567,0.403,0.000,32.970,1467,1467
2.583,-7.464,7.464,32.567,0.405,0.000,32.972,1467,1467
2.593,-7.464,7.464,32.567,0.408,0.000,32.975,1467,1467
